spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
66057	all		Purge	Rank 2	Purges the enemy target, removing $m1 beneficial magic $leffect:effects;.						
66058	all		Dark Vortex		Eydis Darkbane begins to cast a powerful vortex of Dark.  Channels for $d inflicting $66059s1 damage every $t1 sec for $d.						
66059	all		Dark Vortex		Inflicts $s1 Dark damage to all nearby enemies.						
66061	all		Creature Special 2 Dummy Cooldown								
66063	all		Earth Shield		Protects the target with an earthen shield, causing attacks to heal the shielded target.  This effect can only occur once every few seconds.  $n charges.  Lasts $d.	Attacks heal the shielded target.					
66064	all		Earth Shield		Heals the shielded target for $s1.						
66065	all		Rejuvenation		Heals the target for $o1 over $d.	Heals $s1 damage every $t1 seconds.					
66066	all		Nourish	Rank 1	Heals a friendly target for $s1.						
66067	all		Regrowth	Rank 12	Heals a friendly target for $s1 and another $o2 over $d.	Heals $s2 every $t2 seconds.					
66068	all		Thorns	Rank 8	Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.	Causes $s1 Nature damage to attackers.					
66069	all		Twin Spike		The Twin Spike inflicts $s1% weapon damage and increases damage taken by $s2% for $d or for $n charges.	Increases damage taken by $s2%.					
66070	all		Entangling Roots	Rank 8	Roots the target in place and causes $o2 Nature damage over $d.  Damage caused may interrupt the effect.  Only useable outdoors.	Rooted.  Causes $s2 Nature damage every $t2 seconds.					
66071	all		Nature's Grasp	Rank 8	While active, any time an enemy strikes the caster they have a $h% chance to become afflicted by Entangling Roots.  $n charge.  Lasts $d.	Melee damage you take has a chance to entangle the enemy.					
66072	all		Val'kyr Twins Hittin' Ya								
66073	all		Val'kyr Twins Hittin' Ya		Procs a dummy buff on swing attempt.	Procs a dummy buff on swing attempt.					
66074	all		Portal Effect: Hellfire Peninsula - Fail - Too Low Level								
66075	all		Twin Spike		The Twin Spike inflicts $s1% weapon damage and increases damage taken by $s2% for $d or for $n charges.	Increases damage taken by $s2%.					
66077	all		Bullet Summon Trigger								
66078	all		Light Bullet Summon Effect								
66079	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
66081	all		Multi-Shot		Fires a volley of missiles at an enemy and its nearby allies, striking up to $x1 targets for normal damage plus $s1.						
66083	all		Lightning Arrows		Calls forth lightning which strikes the caster's arrows, enchanting them. Basic ranged attacks deal an additional $66095s1 Nature damage.						
66084	all		Lightning Arrows								
66085	all		Lightning Arrows		Calls forth lightning which strikes the caster's arrows, enchanting them. Basic ranged attacks deal an additional $66095s1 Nature damage.	Basic ranged attacks deal an additional $66095s1 Nature damage.					
66086	all		Tranquility		Regenerates all nearby group members for $s1 every $t1 seconds for $d. Channeled.	Heals nearby party members for $s1 every $t1 seconds.					
66087	spellbook	777	Silver Covenant Hippogryph		Summons and dismisses a rideable Silver Covenant Hippogryph mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66088	spellbook	777	Sunreaver Dragonhawk		Summons and dismisses a rideable Sunreaver Dragonhawk mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66090	spellbook	777	Quel'dorei Steed		Summons and dismisses a rideable Quel'dorei Steed.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66091	spellbook	777	Sunreaver Hawkstrider		Summons and dismisses a rideable Sunreaver Hawkstrider.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66092	all		Determination		The Scarab recovers its health and becomes immune to stun and movement impairing effects.  Also increases movement speed by $s2%.	Immune to stun and movement impairing effects.\nMovement speed increased by $s2%.					
66093	all		Lifebloom		Heals $s1 every second and $66094s1 when effect finishes or is dispelled.	Heals $s1 every second and $66094s1 when effect finishes or is dispelled.					
66094	all		Lifebloom		Heals for $s1 when Lifebloom expires.						
66095	all		Lightning Arrows		Calls forth lightning which strikes the caster's arrows, enchanting them. Basic ranged attacks deal an additional $66095s1 Nature damage.						
66096	spellbook	778	Shimmering Wyrmling		Right Click to summon and dismiss your Shimmering Wyrmling.						
66097	all		Penance								
66098	all		Penance		Launches a volley of holy light at the target, causing $s1 healing to an ally instantly and every $47758t2 sec for $47758d.						
66099	all		Power Word: Shield		Draws on the soul of the party member to shield them, absorbing $s1 damage.  Lasts $d.  While the shield holds, spellcasting will not be interrupted by damage.  Once shielded, the target cannot be shielded again for $6788d.	Absorbs damage.					
66100	all		Mana Burn		Destroy $s1 mana from a target. For each mana destroyed in this way, the target takes 3 Shadow damage.						
66101	all		Shimmering Wyrmling								
66102	all		Shimmering Wyrmling								
66104	all		Flash Heal	Rank 11	Heals a friendly target for $s1.						
66107	all		Dark Bullet Summon Effect								
66109	all		Ron's Test Buff 4		Absorbs $s1 healing. This is a conditional: $?(s56810 |s25306|!((!a48165)|a66109))[something returned true, $ghe:she; didn't do anything with $48165s3]?!a66109[something false else something true] [something false else something false, did $s2 mod damage to $ghim:her;] and lasts $d.\n\nfunny = $<funny> $lfunny:funnies;\nmaybe = $<maybe> $lmaybe:maybes;\nstorm = ${$<storm>}.2 $lstorm:storms;	Absorbs $s1 healing.					
66112	all		Holy Light	Rank 13	Heals a friendly target for $s1.						
66113	all		Flash of Light	Rank 9	Heals a friendly target for $s1.						
66114	all		Holy Shock	Rank 7	Blasts the target with Holy energy, causing $48823s1 Holy damage to an enemy, or $48821s1 healing to an ally.						
66115	all		Hand of Freedom		Places a Hand on the friendly target, granting immunity to movement impairing effects for $d.  Players may only have one Hand on them per Paladin at any one time.	Immune to movement impairing effects.					
66116	all		Cleanse		Cleanses a friendly target, removing $s1 poison effect, $s2 disease effect, and $s3 magic effect.						
66118	all		Leeching Swarm		Releases a swarm of insects that attack the caster's enemies, leeching $s1% of each target's current health every $t1 sec. A minimum of 250 health will be leeched.	$s1% of your remaining health leeched every $t1 sec.					
66122	spellbook	777	Magic Rooster		Summons and dismisses a rideable Magic Rooster.  No, seriously.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66123	spellbook	777	Magic Rooster		Summons and dismisses a rideable Magic Rooster.  No, seriously.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66124	spellbook	777	Magic Rooster		Summons and dismisses a rideable Magic Rooster.  No, seriously.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
66125	all		Leeching Swarm		The Leeching Swarm heals Anub'arak for a percentage of the damage it deals.						
66126	all		Create Warsong Mark of Honor (Tie)								
66128	all		Spider Frenzy		Increases attack and casting speeds by $66129s1% for each Nerubian Burrower within $66129a1 yds.						
66129	all		Spider Frenzy		Increases movement, attack, and casting speeds by $66129s1% for each Nerubian Burrower within $66129a1 yds.	Another Burrower is nearby.\nAttack and casting speeds increased by $s1%.\nMovement Speed increased by $s2%.					
66132	all		Twin Empathy		Shares damage with her sister!	Shares damage with her sister!					
66133	all		Twin Empathy		Shares damage with her sister!	Shares damage with her sister!					
66134	all		Shadow Strike		Step through the shadows to appear behind an enemy target and strike for $s2 Shadow damage.						
66135	all		Shadow Strike								
66140	all		Light Bullet Summon Trigger								
66141	all		Dark Bullet Summon Trigger								
66143	all		Necessary Roughness: See Spawned Bilgewater Buccaneer Invis								
66144	all		Fourth and Goal: Signal to Friends								
66145	all		zzOLDDo it Yourself: Quest Complete								
66147	all		Determination		The Scarab recovers its health and becomes immune to stun and movement impairing effects.  Also increases movement speed by $s2%.	Immune to stun and movement impairing effects.\nMovement speed increased by $s2%.					
66148	all		Rolling with my Homies: Hot Rod - Knockback Trigger								
66149	all		Bullet Controller Periodic		Periodically Summons Bullets Up to the designated Worldstate Value.	Periodically Summons Bullets Up to the designated Worldstate Value.					
66150	all		Bullet Controller Summon Periodicc Effect Light								
66151	all		Bullet Controller Summon Effect Dark								
66152	all		Bullet Controller Summon Periodic Trigger Light								
66153	all		Bullet Controller Summon Periodic Trigger Dark								
66154	all		Parachute		A portable parachute, automatically activates when the caster begins falling.	How do I turn this thing on?					
66156	all		Healer Evaluate Threat								
66157	all		Honorable Defender		Honor gained from kills increased by $s1%.	Honor gained from kills increased by $s1%.					
66161	all		Being Attacked								
66162	all		Being Attacked								
66169	all		Pursuing Spikes								
66170	all		Pursuing Spikes								
66174	all		Dummy Nuke								
66175	spellbook	778	Macabre Marionette		Right Click to summon and dismiss your Macabre Marionette.						
66177	all		Renew		Heals the target for $o1 over $d.	Healing $s1 damage every $t1 seconds.					
66178	all		Shadowstep		Attempts to step through the shadows and reappear behind your enemy.						
66181	all		Pursuing Spikes								
66183	all		Flame Turret		Douses enemies in flame, dealing $66184s1 Fire damage to targets in front of the siege engine within $66184a1 yards.						
66184	all		Flame Turret		Douses enemies in flame, dealing $s1 Fire damage to targets in front of the siege engine within $a1 yards.						
66185	all		Permafrost								
66186	all		Napalm		Fires a ball of napalm, dealing $66195s1 Fire damage to all enemies within $66195a1 yards of the impact. In addition, targets will be covered in napalm, dealing $66195s2 Fire per second for $66195d.						
66188	spellbook	771	Death Strike	Rank 1	A deadly attack that deals $s2% offhand weapon damage plus a bonus and heals the Death Knight for $F% of $Ghis:her; maximum health for each of $Ghis:her; diseases on the target.						
66191	spellbook	771	Threat of Thassarian	Rank 2	When dual-wielding, your Death Strikes, Obliterates, Plague Strikes, Rune Strikes, Blood Strikes and Frost Strikes have a $s1% chance to also deal damage with your offhand weapon.						
66192	spellbook	771	Threat of Thassarian	Rank 3	When dual-wielding, your Death Strikes, Obliterates, Plague Strikes, Rune Strikes, Blood Strikes and Frost Strikes have a $s1% chance to also deal damage with your offhand weapon.						
66193	all		Permafrost		Freezes the ground in a small area, preventing most creatures from burrowing through it and reducing movement speed over the area by $s1%.	Movement speed slowed by $s1%.\nPrevents most creatures from burrowing.					
66195	all		Napalm		Fires a ball of napalm, dealing $66195s1 Fire damage to all enemies within $66195a1 yards of the impact. In addition, targets will be covered in napalm, dealing $66195s2 Fire per second for $66195d.	Deals $s2 Fire damage per second.					
66196	spellbook	771	Frost Strike	Rank 1	Instantly strike the enemy, causing $s2% offhand weapon damage plus a bonus as Frost damage.						
66197	all		Legion Flame		Burns the target, causing a Legion Flame to appear at the targets location every $66199t1 sec for $66199d.	Flame begins to spread from your body!					
