spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
24585	all		Drain Life		Steals $s1 life from target enemy.						
24586	spellbook	236	Scorpid Poison	Rank 3	Inflicts $o2 Nature damage over $d. Effect can stack up to 5 times on a single target.	$s2 Nature damage every $t2 sec.					
24587	spellbook	236	Scorpid Poison	Rank 4	Inflicts $o2 Nature damage over $d. Effect can stack up to 5 times on a single target.	$s2 Nature damage every $t2 sec.					
24588	all		Scorpid Poison	Rank 3	Inflicts $24586o2 Nature damage over $24586d. Effect can stack up to 5 times on a single target.						
24589	all		Scorpid Poison	Rank 4	Inflicts $24587o2 Nature damage over $24587d. Effect can stack up to 5 times on a single target.						
24590	all		Brittle Armor								
24591	all		Improved Skinning		Skinning +$s1.						
24592	all		Hunter Pet Buffs								
24593	all		Pagle's Point Cast - Create Splash and Quake								
24594	all		Mesmerize			Stunned.					
24595	all		Increase Spell Dam 24		Increases damage and healing done by magical spells and effects by up to $s1.						
24596	all		Intoxicating Venom		Chance to fall down.\nChance to drop melee weapon in combat.\nLasts $d.	Chance to fall down.\nChance to drop melee weapon in combat.					
24597	spellbook	208	Furious Howl	Rank 4	Party members within $a1 yards of the wolf receive an extra $s1 damage to their next Physical attack.  Lasts $d.	Extra $s1 damage on your next Physical attack.					
24598	all		Summon Razzashi Skitterer								
24600	all		Web Spin		Stuns the target for $d.	Stunned.					
24601	all		Communique - summon another target								
24602	all		Create Heart of Hakkar Summon Circle								
24603	spellbook	208	Furious Howl	Rank 3	Party members within $a1 yards of the wolf receive an extra $s1 damage to their next Physical attack.  Lasts $d.	Extra $s1 damage on your next Physical attack.					
24604	spellbook	208	Furious Howl	Rank 1	Party members within $a1 yards of the wolf receive an extra $s1 damage to their next Physical attack.  Lasts $d.	Extra $s1 damage on your next Physical attack.					
24605	spellbook	208	Furious Howl	Rank 2	Party members within $a1 yards of the wolf receive an extra $s1 damage to their next Physical attack.  Lasts $d.	Extra $s1 damage on your next Physical attack.					
24610	all		Pagle's Broken Reel		Increases the chance to hit with spells by $s1% for $d.	Spell hit chance increased by $s1%.					
24611	all		Fireball		Inflicts Fire damage to an enemy.	$s2 damage every $t2 sec.					
24612	all		Flamestrike		Calls down a pillar of flame, burning all enemies in a selected area and inflicting additional damage every $t2 sec. for $d.	Fire damage inflicted every $t2 sec.					
24614	all		Consuming Shadows		Causes the caster to periodically inflict $17716s1 Shadow damage to all enemies in a selected area, slowing their movement to $17716s2%. Lasts $d.	Periodically damaging and slowing enemies in a selected area.					
24615	all		Consuming Shadows		Deals $s1 Shadow damage and slows movement speed by $s2% for $d.	Movement speed slowed by $s2%.					
24616	all		Shadow Shock		Instantly lashes nearby enemies with dark magic, inflicting Shadow damage.						
24617	all		Blood Funnel		Siphons $s1 health from the target per second for $d.						
24618	all		Drain Life		Drains $o1 health from an enemy over $d., transferring it to the caster.	$o1 health leeched over $d.					
