spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
52356	all		Throw		Throws your weapon, inflicting its $s1% of its damage on the target.						
52357	all		Realm of Shadows								
52358	all		Swift Paws		Increases movement speed by $s1% for $d.	Movement speed increased by $s1%.					
52359	all		Realm of Shadows								
52360	all		Start Deathcharger Race								
52361	all		Death Race Complete								
52362	all		Horseman's Call		Return the deathcharger to Death's Breach and call forth Salanar the Horseman. Must be in Death's Breach to use.						
52363	all		Call Salanar		Return the Shadowcharger to Death's Breach and call forth Salanar the Horseman.						
52364	all		Teleport Defenders		Rallys the defenders of the Isle.						
52365	all		Split Teleport (Horde) (Boat 1)		Rallys the defenders of the Isle.						
52366	all		Quetz'lun's Ritual		Perform Quetz'lun's Ritual to summon the Spirit of Quetz'lun into the material world. The spirit will assist you by reclaiming her power from the Prophet of Quetz'lun, leaving him drained.	Initiating the ritual to summon the Spirit of Quetz'lun into the material world.					
52367	all		You Reap What You Sow: Quetz'lun's Ritual 02								
52369	all		Detonate Explosives								
52370	all		Periodic Despawn Check								
52371	all		Detonate Explosives								
52372	spellbook	771	Icy Touch	Rank 1	Deals $m1 to $M1 Frost damage modified by attack power and reduces the target's ranged, melee attack, and casting speed by $s2% for $d.	Ranged, melee and casting speed reduced by $s2%.					
52373	spellbook	772	Plague Strike	Rank 1	A vicious strike that deals weapon damage plus $s1 modified by attack power and plagues the target, dealing $o2 Shadow damage over $d.	Deals $o2 Shadow damage over $d.					
52374	spellbook	770	Blood Strike	Rank 1	Instantly strike the enemy, causing $s2% weapon damage plus ${$m1*$m2/100} for each disease effect on the target.						
52375	spellbook	772	Death Coil	Rank 1	Fire a blast of unholy energy, causing ${$m1*.4} Shadow damage modified by attack power to an enemy target or healing ${$m1*.6} damage from a friendly Undead target.	Old text stored: Unleashes all available runic power, causing up to $m1 Shadow damage modified by attack power to an enemy target or healing up to $m1 damage from a friendly Undead target.					
52376	all		Death Coil		Fire a blast of unholy energy, causing ${$52375m1*.4} Shadow damage modified by attack power to an enemy target or healing ${$52375m1*.6} damage from a friendly Undead target.						
52377	all		Blood Strike		Instantly strike the enemy, causing $52374s2% weapon damage plus ${$52374m1*$52374m2/100} for each disease effect on the target.						
52378	all		Icy Touch		Deals $52372m1 to $52372M1 Frost damage modified by attack power and reduces the target's ranged, melee attack, and casting speed by $52372s2% for $52372d.						
