spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
55666	spellbook	772	Desecration	Rank 1	Your Plague Strikes and Scourge Strikes cause the Desecrated Ground effect.  Targets in the area are slowed by $55741s1% by the grasping arms of the dead while standing on the unholy ground.  Lasts $55741d.						
55667	spellbook	772	Desecration	Rank 2	Your Plague Strikes and Scourge Strikes cause the Desecrated Ground effect.  Targets in the area are slowed by $68766s1% by the grasping arms of the dead while standing on the unholy ground.  Lasts $68766d.						
55672	all		Glyph of Power Word: Shield		Your Power Word: Shield also heals the target for $55672s1% of the absorption amount.						
55673	all		Glyph of Lightwell		Increases the amount healed by your Lightwell by $55673s1%						
55674	all		Glyph of Renew		Reduces the duration of your Renew by ${$55674m1/-1000} sec. but increases the amount healed each tick by $55674s2%.						
55675	all		Glyph of Circle of Healing		Your Circle of Healing spell heals 1 additional target.						
55676	all		Glyph of Psychic Scream		Increases the duration of your Psychic Scream by ${$55676m1/1000} sec. and increases its cooldown by ${$55676m2/1000} sec.						
55677	all		Glyph of Dispel Magic		Your Dispel Magic spell also heals your target for $55677s1% of maximum health.						
55678	all		Glyph of Fear Ward		Reduces cooldown and duration of Fear Ward by ${$55678m1/-1000} sec.						
55679	all		Glyph of Flash Heal		Reduces the mana cost of your Flash Heal by $55679s1%.						
55680	all		Glyph of Prayer of Healing		Your Prayer of Healing spell also heals an additional $55680s1% of its initial heal over 6 sec.						
55681	all		Glyph of Shadow Word: Pain		The periodic damage ticks of your Shadow Word: Pain spell restore $s1% of your base mana.						
55682	all		Glyph of Shadow Word: Death		Targets below $55682s1% health take an additional $55682s2% damage from your Shadow Word: Death spell.						
55683	all		Glyph of Holy Nova		Increases the damage and healing of your Holy Nova spell by an additional $55683s1%.						
55684	all		Glyph of Fade		Reduces the cooldown of your Fade spell by ${$55684m2/-1000} sec.						
55685	all		Glyph of Spirit of Redemption		Increases the duration of Spirit of Redemption by ${$55685m2/1000} sec.						
55686	all		Glyph of Inner Fire		Increases the armor from your Inner Fire spell by $55686m1%.						
55687	all		Glyph of Mind Flay		Increases the damage done by your Mind Flay spell by $55687s1% when your target is afflicted with Shadow Word: Pain.						
55688	all		Glyph of Mind Control		Reduces the chance targets will resist or break your Mind Control spell by an additional $55688s1%.						
55689	all		Glyph of Shadow		While in Shadowform, your non-periodic spell critical strikes increase your spell power by $61792s1% of your Spirit for $61792d.						
55690	all		Glyph of Scourge Imprisonment		Reduces the cast time of your Shackle Undead by ${$55690m1/-1000}.1 sec.						
55691	all		Glyph of Mass Dispel		Reduces the mana cost of Mass Dispel by $55691s1%.						
55692	all		Glyph of Smite		Your Smite spell inflicts an additional $55692s1% damage against targets afflicted by Holy Fire.						
55693	all		Remove Collapsing Cave Aura								
55694	spellbook	256	Enraged Regeneration		You regenerate $o1% of your total health over $d.  This ability requires an Enrage effect, consumes all Enrage effects and prevents any from affecting you for the full duration.	Regenerates $s1% of your total health every $t1 sec.					
55695	all		Goblin Teleporter: to K3								
55696	all		Tail Sweep		Inflicts $s1 damage on enemies in a cone behind the caster, knocking them back.						
55697	all		Tail Sweep		Inflicts $s1 damage on enemies in a cone behind the caster, knocking them back.						
55698	all		Chill								
55699	all		Chill		Inflicts $s1 Frost damage every $t1 sec., and slows movement speed by $s2% to enemies in the area of the effect.	Deals $s1 damage every $t1 sec.\nSlows movement speed by $s2%.					
55700	all		Venom Spit		Spits poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.	$s2 Nature damage inflicted every $t2 sec.					
55701	all		Cosmetic - Sleep Zzz Breakable								
55703	all		Cobra Strike		Strikes at an enemy, dealing $s1 Physical damage.						
55704	all		Lava Burst		You hurl molten lava at the target, dealing Fire damage.						
55705	all		Mine Enchanted Earth		Mine Enchanted Earth.						
55706	all		Sinister Shield		Reduces all damage taken by 20%.	Reduces all damage taken by 20%.					
55707	all		Summon Remote-Controlled Plane		Zooooooooooooooooooom... BOOM!						
55708	all		Storm Cloud Visual								
55709	spellbook	270	Heart of the Phoenix		When your pet dies, it will miraculously return to life with full health.						
55711	all		Weakened Heart		Your pet cannot use Heart of the Phoenix.	Your pet cannot use Heart of the Phoenix.					
55712	all		Summon Scripted Eagle								
55713	all		Dark Blast								
55714	all		Dark Blast		Deals $s1 Shadow damage to all enemies.						
55715	all		Torn Earth		A spike of earth inflicts $s1 Nature damage and knocks the enemy in the air.	Inflicts $s1 Nature damage and knocks the enemy in the air.					
55716	all		Victorious Challenger Dummy								
55717	all		Wail of Souls								
55718	all		Clutch of Death		Uses the power of death to draw all enemies near.	Gripped.					
55719	all		Death Grip		Harness the unholy energy that surrounds and binds all matter, drawing the target toward the Death Knight and forcing the enemy to attack the Death Knight for $49560d.						
55720	all		You're a...! (NPC)								
55721	all		You're a...! (NPC)								
55722	all		You're a...! (NPC)								
55723	all		You're a...! (NPC)								
55724	all		You're a...! (NPC)								
55725	all		You're a...! (NPC)								
55726	all		You're a...! (NPC)								
55727	all		You're a...! (NPC)								
55728	all		Scorpid Poison	Rank 6	Stings an enemy for $o2 Nature damage over $d.	$s2 Nature damage every $t2 sec.					
55729	all		DEPRECATED PET SCALING		If you see this, report this!						
55730	all		Cobalt Rod								
55731	all		Pet Toy - Pet Grooming Kit - Sparkle Hand (L)			Your pet shines!					
55732	spellbook	164	Titanium Rod								
55733	all		Dummy Nuke								
55735	all		Chilled Shot		Inflicts $55736s1 additional Frost damage per shot.						
55736	all		Chilled Shot		Chilled Shot for $s1 Frost damage.						
