spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
53461	all		Copy of See Chapel Invisibility								
53462	spellbook	773	Midnight Ink								
53463	all		Return Flesh		Returns the flesh to the target.	You feel your flesh returning to your bones...					
53464	all		Split Teleport (Alliance) (Boat 1)								
53465	all		Split Teleport (Alliance) (Boat 2)								
53466	all		Cauldron Stir								
53467	all		Leeching Swarm		Creates a swarm of locusts to protect the caster. These locusts deal $53468s1 Nature damage per second to all enemies within $53468a1 yards. Lasts $53467d.	Deals $53468s1 Nature damage per second to surrounding enemies.					
53468	all		Leeching Swarm		Creates a swarm of locusts to protect the caster. These locusts deal $53468s1 Nature damage per second to all enemies within $53468a1 yards. Lasts $53467d.	Deals $s1 Nature damage per second.					
53471	all		Attack Power - Feral (+0937)		Increases attack power by $s1 in Cat, Bear, Dire Bear, and Moonkin forms only.						
53472	all		Pound		Rears up and smashes down on all enemies in front of the caster within $53472a1 yards, dealing $53509s1 damage and pounding them into the floor for $53472d.	Stunned.					
53473	all		Pound		Rears up and smashs down on the all enemies in front of the caster within $53472a1 yards, dealing $53509s1 damage and pounding them into the floor for $53472d.						
53474	all		Pound		Rears up and smashs down on the all enemies in front of the caster within $53472a1 yards, dealing $53509s1 damage and pounding them into the floor for $53472d.						
53475	all		Set Oracle Faction Friendly								
53476	spellbook	270	Intervene		Your pet runs at high speed towards a group member, intercepting the next melee or ranged attack made against them.	The next melee or ranged attack made against you will be made against the intervening pet instead.					
53477	spellbook	270	Taunt		Your pet taunts the target to attack it for $d.	Taunted.					
53478	spellbook	270	Last Stand		Your pet temporarily gains 30% of its maximum health for $53479d.  After the effect expires, the health is lost.						
53479	all		Last Stand		Your pet temporarily gains 30% of its maximum health for $53479d.  After the effect expires, the health is lost.	Health increased by 30% of maximum.					
53480	spellbook	270	Roar of Sacrifice		Protects a friendly target from critical strikes, making attacks against that target unable to be critical strikes, but $s2% of all damage taken by that target is also taken by the pet.  Lasts $d.	Immune to critical strikes, but damage transferred to the hunter's pet.					
53481	spellbook	270	Blood of the Rhino	Rank 1	Increases your pet's total Stamina by $s1% and increases all healing effects on your pet by $s2%.						
53482	spellbook	270	Blood of the Rhino	Rank 2	Increases your pet's total Stamina by $s1% and increases all healing effects on your pet by $s2%.						
53483	spellbook	270	Mobility	Rank 1	Reduces the cooldown on your pet's Dash ability by ${$m1/-1000} sec.						
53484	spellbook	184	Swift Retribution	Rank 2	Your auras also increase casting, ranged and melee attack speeds by $s1%.						
53485	spellbook	270	Mobility	Rank 2	Reduces the cooldown on your pet's Dash ability by ${$m1/-1000} sec.						
53486	spellbook	184	The Art of War	Rank 1	Increases the damage of your Judgement, Crusader Strike and Divine Storm abilities by $s1% and when your melee attacks critically hit the cast time of your next Flash of Light or Exorcism is reduced by ${$53489m1/-1000}.2 sec.						
53487	all		Set Wolvar Faction Honored								
