spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
25905	all		Invis Self								
25906	all		Spell Blasting		Gives a chance when your harmful spells land to increase the damage of your spells and effects by $25907s1 for $25907d.						
25907	all		Spell Blasting			Spell effects increased by $s1.					
25908	spellbook	374	Tranquil Air Totem		Summons a Tranquil Air Totem with $s1 health at the feet of the caster.  The totem reduces the threat caused by all party members within $25909a1 yards by $25909s1%.  Lasts $d.						
25909	all		Tranquil Air	Rank 1		Reduces threat caused by $s1%.					
25911	spellbook	594	Holy Shock	Rank 2	Blasts the target with Holy energy, causing $25911s1 Holy damage to an enemy, or $25913s1 healing to an ally.						
25912	spellbook	594	Holy Shock	Rank 1	Blasts the target with Holy energy, causing $25912s1 Holy damage to an enemy, or $25914s1 healing to an ally.						
25913	spellbook	594	Holy Shock	Rank 2	Blasts the target with Holy energy, causing $25911s1 Holy damage to an enemy, or $25913s1 healing to an ally.						
25914	spellbook	594	Holy Shock	Rank 1							
25916	spellbook	184	Greater Blessing of Might	Rank 2	Gives all members of the raid or group that share the same class with the target the Greater Blessing of Might, increasing attack power by $s1 for $d.  Players may only have one Blessing on them per Paladin at any one time.	Increases attack power by $s1.					
25918	spellbook	594	Greater Blessing of Wisdom	Rank 2	Gives all members of the raid or group that share the same class with the target the Greater Blessing of Wisdom, restoring $s1 mana every 5 seconds for $d.  Players may only have one Blessing on them per Paladin at any one time.	Restores $s1 mana every 5 seconds.					
25921	all		Signet Ring of the Bronze Dragonflight CASTER R1 DND								
25922	all		Signet Ring of the Bronze Dragonflight CASTER R2 DND								
25923	all		Signet Ring of the Bronze Dragonflight CASTER R3 DND								
25924	all		Signet Ring of the Bronze Dragonflight CASTER R4 DND								
25925	all		Signet Ring of the Bronze Dragonflight CASTER R5 DND								
25926	all		Viscidus Frost Weakness								
25927	all		Signet Ring of the Bronze Dragonflight DPS R1 DND								
25928	all		Signet Ring of the Bronze Dragonflight DPS R2 DND								
25929	all		Signet Ring of the Bronze Dragonflight DPS R3 DND								
25930	all		Signet Ring of the Bronze Dragonflight DPS R4 DND								
25931	all		Signet Ring of the Bronze Dragonflight DPS R5 DND								
25932	all		Signet Ring of the Bronze Dragonflight TANK R1 DND								
25933	all		Signet Ring of the Bronze Dragonflight TANK R2 DND								
25934	all		Signet Ring of the Bronze Dragonflight TANK R3 DND								
25935	all		Signet Ring of the Bronze Dragonflight TANK R4 DND								
25936	all		Signet Ring of the Bronze Dragonflight TANK R5 DND								
25937	all		Viscidus Freeze								
25938	all		Viscidus Explode Trigger								
25941	all		Well Fed		Mana Regeneration increased by $s1 per 5 seconds. Lasts $d.	Mana Regeneration increased by $s1 per 5 seconds.					
25944	all		zzOLDJudgement of Justice								
25945	all		zzOLDJudgement of Justice								
25947	all		Infatuation		Your spirits are lifted.	Your spirits are lifted, +$s1.					
25952	all		Reindeer Dust Effect								
25953	spellbook	777	Blue Qiraji Battle Tank		Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
25954	spellbook	185	Sagefish Delight								
25956	spellbook	184	Improved Judgement	Rank 1	Decreases the cooldown of your Judgement spell by $/1000;s1 sec.						
25957	spellbook	184	Improved Judgement	Rank 2	Decreases the cooldown of your Judgement spell by $/1000;s1 sec.						
25975	all		Increased Spell Penetration 10		Decreases the magical resistances of your spell targets by $s1.						
25988	spellbook	184	Eye for an Eye	Rank 2	All spell criticals against you cause $s1% of the damage taken to the caster as well.  The damage caused by Eye for an Eye will not exceed 50% of the Paladin's total health.						
25989	all		Toxin		Deals $s1 Nature damage every $t1 sec to targets within $a1 yards, reducing their movement speed for $d.	Deals $s1 damage every $t1 sec.\nSlows movement by $s2%.					
25990	all		Graccu's Mince Meat Fruitcake		Restores $s1% of your health and mana per second for $d.  Must remain seated while eating.  You should also probably like the taste of fruitcake.	Restores $s1% of your health and mana per second.  Mmmm... fruitcake...					
25991	all		Poison Bolt Volley		Shoots poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.	$s2 nature damage inflicted every $t2 sec.					
25992	all		Brood of Nozdormu Factoin +1000		Increase your reputation permanently with the Brood of Nozdormu.						
25993	all		Poison Shock		Splashes all targets in front of the caster with poison, dealing $s1 Nature damage.						
25994	all		Membrane of Viscidus								
25995	all		Snowball Visual Test		Throw me before I melt!						
