spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
70652	all		Item - Death Knight T10 Tank 4P Bonus		When you activate Blood Tap, you gain $70654s1% damage reduction from all attacks for $70654d.						
70653	all		Lich King Zap Player								
70654	all		Blood Armor		Damage taken reduced by $s1%.	Damage taken reduced by $s1%.					
70655	all		Item - Death Knight T10 Melee 2P Bonus		Your Obliterate and Scourge Strike abilities deal $s1% increased damage, and your Heart Strike ability deals $s2% increased damage.						
70656	all		Item - Death Knight T10 Melee 4P Bonus		Whenever all your runes are on cooldown, you gain $70657s1% increased damage done with weapons, spells, and abilities for the next $70657d.						
70657	all		Advantage	Rank 5	Whenever all your runes are on cooldown, you gain $s1% increased damage done with weapons, spells, and abilities for the next $d.	$s1% increased damage done.					
70658	all		Item - Druid T10 Restoration 2P Bonus		The healing granted by your Wild Growth spell reduces $s1% less over time.						
70659	all		Necrotic Strike		Strikes an enemy with a cursed blade, dealing $s1% of weapon damage to the target and inflicting a lasting malady that negates the next $s2 healing received.	Absorbs up to $s2 points of healing received.					
70660	all		Gnomish Pleasure Device		Infuses the user with 1,000 megavolts of pure gnomish pleasure.						
70663	all		Shadow Nova		Inflicts Shadow damage to nearby enemies.						
70664	all		Item - Druid T10 Restoration 4P Bonus (Rejuvenation)		Each time your Rejuvenation spell heals a target, it has a $h% chance to jump to a new target at full duration.						
70665	all		Soul Spawn								
70666	all		Imprisoned Soul								
70667	all		Frostmourne Spawn Sound								
70668	all		Rot Worm Spawn								
70670	all		Shadow Cleave		Inflicts $s1 Shadow damage to enemies in front of the attacker.						
70671	all		Leeching Rot		Afflicts the target with Fetid Rot, dealing $s1 Nature damage every $t1 sec. and decreasing healing received by $s2%. Lasts $d.	Deals $s1 Nature damage every $t1 sec.\nDecreases healing received by $s2%					
70672	all		Gaseous Bloat		Inflicts $s1 damage every $t1 sec and if the Gas Cloud hits you it will expunge all of the remaining Gaseous Bloat and harm all nearby allies.	Inflicts $s1 damage every $t1 sec.\nIf the Gas Cloud hits you it will expunge all remaining Gaseous Bloat, inflicting damage to all nearby allies.					
70673	all		Lich King Despawn								
70674	all		Vampiric Might		Empowers the caster with dark might, increasing all damage dealt by $s1% and heals the caster for $s2% of his damage dealt.	Damage increased by $s1%.\nHealed for $s2% of all damage inflicted.					
70675	all		Rot Worm Spawner								
70676	all		Rot Worm Spawner								
70677	all		Vampiric Might		Heals the caster for $70674s2% of all damage dealt.						
70679	all		Soul Despawn								
70682	all		Crucible of Souls Missile								
70683	all		Capturing The Unknown: Quest Accept								
70689	all		Soul Despawn Aura								
70690	all		[DND] Spawned								
70691	all		Rejuvenation		Heals the target over $d.	Heals damage every $t1 seconds.					
70692	all		Shield of the Lich King								
70693	all		Uther Despawn								
70698	all		Quel'Delar's Will								
70700	all		Throw Quel'Delar								
70701	all		Expunged Gas		The Gas Cloud's attack has expunged all of the gas from the target! Expunged Gas inflicts damage to all enemies based on the number of Gaseous Blight stacks that were remaining on the target when they were attacked.	The Gas Cloud's attack has expunged all of the gas from the target! Expunged Gas inflicts damage to all enemies based on the number of Gaseous Blight stacks that were remaining on the target when they were attacked.					
70702	all		Column of Frost		Marks the location under a random player target. After 2 seconds a column of frost errupts from this location, dealing $70702s1 Frost damage to all enemies within $70702a1 yards, knocking them into the air.						
70703	all		Set Quel'Delar World State								
70704	all		Column of Frost		Marks the location under a random player target. After 2 seconds a column of frost errupts from this location, dealing $70702s1 Frost damage to all enemies within $70702a1 yards, knocking them into the air.						
70709	all		Summon Vampiric Fiend								
70710	all		Leeching Rot		Afflicts the target with Fetid Rot, dealing $s1 Nature damage every $t1 sec. and decreasing healing received by $s2%. Lasts $d.	Deals $s1 Nature damage every $t1 sec.\nDecreases healing received by $s2%					
70711	all		Empowered Blood		Damage done increased by $s1%.\nSpells have no cost and are instant.\nMelee and ranged attack speed increased 100%.	Damage done increased by $s1%. \nSpells have no cost and are instant.\nMelee and ranged attack speed increased 100%.					
70713	all		Remove Rocket Packs								
70714	all		Icebound Armor		Entombs Crok in a protective block of ice.						
70715	all		Column of Frost								
70718	all		Item - Druid T10 Balance 2P Bonus		When you gain Clearcasting from your Omen of Clarity talent, you deal $70721s1% additional Nature and Arcane damage for $70721d.						
70719	all		Essence of the Captured								
70720	all		Essence of the Captured								
70721	all		Omen of Doom		Nature and Arcane damage done increased by $s1%.	Nature and Arcane damage done increased by $s1%.					
70722	all		Amplify Magic Visual								
70723	all		Item - Druid T10 Balance 4P Bonus		Your critical strikes from Starfire and Wrath cause the target to languish for an additional $70723s1% of your spell's damage over $71023d.						
70724	all		Item - Druid T10 Feral 2P Bonus		Your Swipe (Bear) and Lacerate abilities deal $s1% additional damage and the cost of your Rip ability is reduced by $s3 energy.						
70725	all		Enraged Defense		Damage taken reduced by $s1%.	Damage taken reduced by $s1%.					
70726	all		Item - Druid T10 Feral 4P Bonus		Your Enrage ability no longer decreases your armor and instead decreases all damage taken by $70725s1%, and the periodic damage done by your Rake ability can now be a critical strike.						
70727	all		Item - Hunter T10 2P Bonus		Your Auto Shots have a $h% chance to cause you and your pet to deal $70728s1% additional damage for $70728d.						
70728	all		Exploit Weakness		Damage done increased by $s1%.	Damage done increased by $s1%.					
70730	all		Item - Hunter T10 4P Bonus		When your Serpent Sting and Wyvern Sting abilities deal damage, you have a $h% chance to gain $71007s1% attack power for $71007d.						
70731	all		Vegard Shield 2								
70733	all		Stoneform		Turned to stone.	Stone.					
70737	all		Vegard Summon Ghouls								
70739	all		Geist Alarm		Movement speed reduced by $s1%.	Movement speed reduced by $s1%.					
70740	all		Geist Alarm		Movement speed reduced by $s1%.\nTime between attacks increased by $s2%.\nCasting speed reduced by $s3%.	Movement speed reduced by $s1%.\nTime between attacks increased by $s2%.\nCasting speed reduced by $s2%.					
70743	all		AoD Special - Vegard								
70744	all		Acid Burst		The caster explodes, dealing $s1 Nature damage instantly and $s2 Nature damage per second to all enemies within $a1 yards. Lasts $d.	Deals $s2 Nature damage per second.					
70745	all		Ping Ghoul Summoner								
70746	all		Teleport Into Sunwell								
70747	all		Quad Core		Damage done increased by $s1%.	Damage done increased by $s1%.					
70748	all		Item - Mage T10 4P Bonus		Your Mirror Image ability also causes you to deal $70747s1% additional damage for $70747d.						
70749	all		Corrosion								
70750	all		Battle Shout		Increases the damage of nearby party members by $s1% and attack speed by $s2% for $d.	Damage increased by $s1% and attack speed by $s2%					
70751	all		Corrosion		Whenever the caster lands a melee swing, the target takes $s2 Nature damage every $t2 seconds and their armor is reduced by $s1%. This effect can stack up to 5 times. Lasts $d.	Armor reduced by $s1%.\nDeals $s2 Nature damage every $t2 sec.					
70752	all		Item - Mage T10 2P Bonus		Your Hot Streak, Missile Barrage, and Brain Freeze talents also grant you $70753s1% haste for $70753d when the effect of the talent is consumed.						
70753	all		Pushing the Limit		Spell haste increased by $s1%.	Spell haste increased by $s1%.					
70754	all		Fireball		Inflicts $s1 Fire damage to an enemy.						
70755	all		Item - Paladin T10 Holy 2P Bonus		While your Divine Illumination talent is active, your healing spells are $71166s1% stronger.						
70756	all		Item - Paladin T10 Holy 4P Bonus		Your Holy Shock spell causes the next Holy Light you cast within $70757d to have ${$70757m1/-1000}.1 sec reduced cast time.						
70757	all		Holiness	Rank 5	${$m1/-1000}.1 sec reduced cast time on next Holy Light.	${$m1/-1000}.1 sec reduced cast time on next Holy Light.					
70758	all		Item - Paladin T10 Protection 2P Bonus		Your Hammer of the Righteous ability deals $s1% increased damage.						
70759	all		Frostbolt Volley		Inflicts $s1 Frost damage to nearby enemies, reducing their movement speed by $s2% for $d.	Movement speed reduced by $s2%.					
70760	all		Deliverance		Dodge chance increased by $s1%.	Dodge chance increased by $s1%.					
70761	all		Item - Paladin T10 Protection 4P Bonus		When you activate Divine Plea, you gain $70760s1% dodge for $70760d.						
70762	all		Item - Paladin T10 Retribution 4P Bonus		Your Seals and Judgements deal $s1% additional damage.						
70763	all		Dream Portal Visual								
70764	all		Citizen Costume								
70765	all		Item - Paladin T10 Retribution 2P Bonus		Your melee attacks have a $h% chance to reset the cooldown on your Divine Storm ability.						
70766	all		Dream State			Flight.					
70767	all		Pet Experience	Rank 9							
70768	all		Shroud of the Occult		Envelops the caster in a powerful barrier that deflects all harmful magic, prevents cast interruption, and absorbs up to $s3 damage before breaking.	Reflecting harmful spells.\nCannot be interrupted.\nAbsorbs up to $s3 damage before breaking.					
70769	all		Divine Storm!		Divine Storm cooldown reset.						
70770	all		Item - Priest T10 Healer 2P Bonus		Your Flash Heal has a $h% chance to cause the target to heal for $s1% of the healed amount over $70809d.						
70771	all		Lovely Card		Increases Intellect by ${$FLOOR($COND($GT($pl,15),$pl-15,0)*0.4155)+3} for $d.	Intellect increased.					
70772	spellbook	56	Blessed Healing		Heals over $d.	Healing over $d.					
70774	all		Lovely Card		Increases Agility by ${$FLOOR($COND($GT($pl,15),$pl-15,0)*0.4155)+3} for $d.	Agility increased.					
70777	all		Lovely Card		Increases Stamina by ${$FLOOR($COND($GT($pl,15),$pl-15,0)*0.4155)+3} for $d.	Stamina increased.					
70779	all		Lovely Card		Increases Spirit by ${$FLOOR($COND($GT($pl,15),$pl-15,0)*0.4155)+3} for $d.	Spirit increased.					
70781	all		Light's Hammer Teleport		Teleports the target to the Light's Hammer.	Frozen.					
70782	all		Ghoul's Touch		Slows target's movement speed by 20%. Stacks up to 4 times.	Slows target's movement speed by 20%. Stacks up to 4 times.					
70784	all		Ping Light's Vengeance								
70785	all		Holy Bomb Visual								
70786	all		Holy Bomb Explosion								
70787	all		Ghoul Explode								
70788	all		Holy Aura								
70789	all		Zap Ghouls Aura								
70790	all		Zap Ghouls								
70791	all		Holy Aura Timer								
70792	all		Kill Vegard								
70798	all		Item - Priest T10 Healer 4P Bonus		Increases the effect of Power Word: Shield by $s1% and Circle of Healing by $s2%.						
70800	all		Item - Priest T10 Shadow 2P Bonus		The critical strike chance of your Shadow Word: Pain, Devouring Plague, and Vampiric Touch spells is increased by $s1%.						
70801	all		Item - Priest T10 Shadow 4P Bonus		Reduces the channel duration by ${$m1/-1000}.1 sec and period by ${$m1/-3000}.2 sec on your Mind Flay spell.						
70802	all		Mayhem	Rank 1	Adds $s1 combo points on your current target.						
70803	all		Item - Rogue T10 4P Bonus	Rank 3	Gives your melee finishing moves a $h1% chance to add $70802s1 combo points to your target.						
70804	all		Tricks of the Trade		Gain $s1 energy.						
70805	all		Item - Rogue T10 2P Bonus	Rank 3	Your Tricks of the Trade ability now grants you $70804s1 energy instead of costing energy.						
70806	all		Rapid Currents		Increases spell haste by $s1%	Increased spell haste by $s1%.					
70807	all		Item - Shaman T10 Restoration 2P Bonus	Rank 3	Your Riptide spell grants $70806s1% spell haste for your next spellcast within $70806d.						
70808	all		Item - Shaman T10 Restoration 4P Bonus		Your Chain Heal critical strikes cause the target to heal for $s1% of the healed amount over $70809d.						
70809	spellbook	374	Chained Heal	Rank 1	Heals the target for $70808s1% of a recent critical heal Chain Heal over $d.	Healing damage every $t1 sec.					
70811	all		Item - Shaman T10 Elemental 2P Bonus	Rank 3	Your Lightning Bolt and Chain Lightning spells reduce the remaining cooldown on your Elemental Mastery talent by ${$m1/1000} sec.						
70812	all		Gaseous Bloat Protection								
70814	all		Bone Slice		Splits $s1% of normal melee damage to an enemy and its two nearest allies.						
70815	all		Spawn Cultists								
70816	all		Spelldifficulty_dbc id:2146 spellid0 serverside spell								
70817	all		Item - Shaman T10 Elemental 4P Bonus		Your Lava Burst spell causes your Flame Shock effect on the target to deal at least two additional periodic damage ticks before expiring.						
70819	all		Summon Fanatic								
70820	all		Summon Adherent								
70821	all		Blood Mirror		$70821s1% of damage done to you is dealt to the linked source.	$70821s1% of damage done to you is dealt to the linked source.					
70822	all		Vegard Death								
70823	all		Coldflame		Inflicts $s1 Frost damage every $t1 sec for $d.	Deals $s1 Frost damage every $t1 sec.					
70824	all		Coldflame		Inflicts $s1 Frost damage every $t1 sec for $d.	Deals $s1 Frost damage every $t1 sec.					
70825	all		Coldflame		Inflicts $s1 Frost damage every $t1 sec for $d.	Deals $s1 Frost damage every $t1 sec.					
70826	all		Bone Spike Graveyard		Hurls a massive bone spike which impales any enemies in the way.	Conjuring bone spikes.					
70827	all		Ice Shards		Deals $s1 Frost damage on impact.						
70829	all		Elemental Rage		Damage done increased by $s1%.	Damage done increased by $s1%.					
70830	all		Item - Shaman T10 Enhancement 2P Bonus	Rank 3	When you activate your Shamanistic Rage ability you also deal $70829s1% additional damage for $70829d.						
70831	all		Maelstrom Power		Attack power increased by $s1%.	Attack power increased by $s1%.					
70832	all		Item - Shaman T10 Enhancement 4P Bonus	Rank 3	Each time the beneficial effect of your Maelstrom Weapon talent reaches 5 charges, you have a $s1% chance to gain $70831s1% attack power for $70831d.						
70834	all		Bone Storm		Attacks nearby enemies in a whirlwind of bone.						
70835	all		Bone Storm		Attacks nearby enemies in a whirlwind of bone.						
70836	all		Bone Storm		Attacks nearby enemies in a whirlwind of bone.						
70837	all		Blood Mirror		$s1% of damage done to linked source is reflected to you as Shadow damage.	$s1% of damage done to linked source is reflected to you.					
70838	all		Blood Mirror		$70821s1% of damage done to linked source is reflected to you as Shadow damage.	$70821s1% of damage done to linked source is reflected to you.					
70839	all		Item - Warlock T10 2P Bonus		The critical strike chance of your Shadowbolt, Incinerate, Soulfire, and Corruption spells is increased by $s1%.						
70840	all		Devious Minds		Damage done increased by $s1%.	Damage done increased by $s1%.					
70841	all		Item - Warlock T10 4P Bonus		Each time your Immolate and Unstable Affliction spells deal periodic damage, you have a $h% chance to gain $70840s1% damage done by you and your pet for $70840d.						
70842	all		Mana Barrier		Envelops the caster in a powerful barrier that continually replenishes any lost health, at the expense of the caster's mana.	Consumes mana to repair any damage sustained.					
70843	all		Item - Warrior T10 Protection 2P Bonus		Your Shield Slam and Shockwave abilities deal $s1% increased damage.						
70844	all		Item - Warrior T10 Protection 4P Bonus		Your Bloodrage ability no longer costs health to use, and now causes you to absorb damage equal to $s2% of your maximum health.  Lasts $d.						
70845	all		Stoicism		Absorbs damage.  Lasts $d.	Absorbs damage.					
70846	all		Love Boat Summon								
70847	all		Item - Warrior T10 Melee 4P Bonus		You have a $s1% chance for your Bloodsurge and Sudden Death talents to grant 2 charges of their effect instead of 1, reduce the global cooldown on Execute or Slam by ${$m3/-1000}.1 sec, and for the duration of the effect to be increased by $s2%.						
70848	all		Quel'Delar Missile								
70849	all		Extra Charge!		You have a $s1% chance for your Bloodsurge and Sudden Death talents to grant 2 charges of their effect instead of 1 and to increase the duration of the effect by $s2%.						
70850	all		Pursuit Confusion		Confused by the change in orders, the zombie moves more slowly.	Movement speed reduced by $s1%.\nDamage increased by $s2%.\nCannot be taunted.					
70851	all		Throw Saronite		Throws a massive hunk of Saronite, dealing $s3 damage and knocking back any nearby enemies.						
70852	all		Malleable Goo		Professor Putricide bounces a Malleable ball of Green Goo at the target, inflicting $70853s1 damage and slowing attack and cast speed by $70853t2% for $70853d.						
70853	all		Malleable Goo		Inflicts $s1 damage in a $a1 yard radius and slows casting and attack speed by $s2% for $d.	Slows casting and attack speed by $s2%.					
70854	all		Item - Warrior T10 Melee 2P Bonus		When your Deep Wounds ability deals damage you have a $h% chance to gain $s1% attack power for $70855d.						
70855	all		Blood Drinker		Attack power increased by $s1%.	Attack power increased by $s1%.					
70856	all		Oratory of the Damned Teleport		Teleports the target to the Oratory of the Damned.	Frozen.					
70857	all		Rampart of Skulls Teleport		Teleports the target to the Rampart of Skulls.	Frozen.					
70858	all		Deathbringer's Rise Teleport		Teleports the target to the Deathbringer's Rise.	Frozen.					
70859	all		Upper Spire Teleport		Teleports the target to the Upper Spire.	Frozen.					
70860	all		Frozen Throne Teleport		Teleports the target to the Frozen Throne.	Frozen.					
70861	all		Sindragosa's Lair Teleport		Teleports the target to Sindragosa's Lair.	Frozen.					
70862	all		Summon Vegard Skeleton								
70863	all		Love Boat Summon								
70864	all		Vegard's Vengeance								
70866	all		Shadow Blast		Deals $s1 Shadow damage to all enemies within $a1 yards, reducing their movement speed by $s3% and knocking them back.	Movement speed reduced by $s3%.					
70867	all		Essence of the Blood Queen		You are infused with the blood of the Vampyr Queen. Damage done increased by 100%.\nAttacks heal caster.	Damage increased by $70879s2%.\nHealed for $70872s1% of all damage inflicted.\nAttacks cause no threat.					
70869	all		[DND] Fire Visual								
70871	all		Essence of the Blood Queen		Empowers the caster with dark might, increasing all damage dealt by $s1% and heal the caster for $s2% of his damage dealt.	Damage increased by $s1%.\nHealed for $s2% of all damage inflicted.\nAttacks cause no threat.					
70872	all		Essence of the Blood Queen		Healed for $s1% of all damage inflicted.						
70873	all		Emerald Vigor		Invigorates the target with dreams, regenerating $s1 Mana every $t1 sec. The target's damage and healing will also be increased by $s2%. Stacks up to 100 times. Lasts $d.	Regenerating $s1 Mana every $t1 sec.\nIncreases Damage done by $s2%.\nIncreases Healing done by $s3%.					
70876	all		Dream Cloud								
70877	all		Frenzied Bloodthirst		The caster must satiate their need for blood, otherwise they will lose their will to Queen Lana'thel.	You must feed! Your will is fading...					
70878	all		Creature 40160 creature_addon serverside spell								
70879	all		Essence of the Blood Queen		You are infused with the blood of the Vampyr Queen. Damage done increased by 100%.\nAttacks heal caster.	Damage increased by $70879s2%.\nHealed for $70872s1% of all damage inflicted.\nAttacks cause no threat.					
70881	all		Face Ooze Spray Stalker								
