spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
45547	all		Succulent Orca Stew								
45548	all		Food		Restores $o1 health over $d.  Must remain seated while eating.	Restores $/5;s1 health per second.					
45549	spellbook	185	Mammoth Meal								
45550	spellbook	185	Shoveltusk Steak								
45551	spellbook	185	Worm Delight								
45552	spellbook	185	Roasted Worg								
45553	spellbook	185	Rhino Dogs								
45554	spellbook	185	Great Feast								
45555	spellbook	185	Mega Mammoth Meal								
45556	spellbook	185	Tender Shoveltusk Steak								
45557	spellbook	185	Spiced Worm Burger								
45558	spellbook	185	Very Burnt Worg								
45559	spellbook	185	Mighty Rhino Dogs								
45560	spellbook	185	Smoked Rockfin								
45561	spellbook	185	Grilled Bonescale								
45562	spellbook	185	Sauteed Goby								
45563	spellbook	185	Grilled Sculpin								
45564	spellbook	185	Smoked Salmon								
45565	spellbook	185	Poached Nettlefish								
45566	spellbook	185	Pickled Fangtooth								
45567	spellbook	185	Poached Northern Sculpin								
45568	spellbook	185	Firecracker Salmon								
45569	spellbook	185	Baked Manta Ray								
45570	spellbook	185	Imperial Manta Steak								
45571	spellbook	185	Spicy Blue Nettlefish								
45573	all		Vile Sludge		Coats the target in a slick coat of sludge, reducing damage and healing done by that target by $s2% and dealing $s1 Nature damage every $t1 for $d.	All damage and healing dealt is reduced by $s2%.\n$s1 Nature damage inflicted every $t1 sec.					
45574	all		Water Tomb		Encases the target and any of its nearby enemies in a tomb of water, stunning them and dealing $s2 Frost damage every $t2 sec for $d.	Stunned.\n$o2 Frost damage inflicted over $d.					
45575	all		Magmoth Fire Totem		Summons a Magmoth Fire Totem nearby, which lasts for $d.						
45576	all		Cosmetic - New Fire Beam Channel (Mouth)								
45577	all		Venom Spit		Spits poison at an enemy, causing harm and inflicting additional Nature damage every $t2 sec. for $d.	Nature damage inflicted every $t2 sec.					
45578	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
45579	all		Fire Channeling								
45580	all		Fireball		Inflicts Fire damage to an enemy.						
45581	all		Spirit Shackle			The farseer's spirit is trapped.					
45582	all		Fog of Corruption								
45583	all		Throw Gnomish Grenade		Throw at a nearby floating platform.						
45584	all		Bloodlust		Increases melee, ranged, and spell casting speed by $s1% for all party members.  Lasts $d.	Melee, ranged, and spell casting speed increased by $s1%.					
45585	all		Strafe								
45586	all		Trigger Top Strafe								
45587	all		Web Bolt		Inflicts $45588s1 damage to an enemy, stunning it for $d.	Stunned.					
45588	all		Web Bolt								
45589	all		QA DoT Debug 500		Deals 500 damage to the current enemy target every second for 30 seconds.	500 damage per second.					
45590	all		QA DoT Debug 1000		Deals 1000 damage to the current enemy target every second for 30 seconds.	1000 damage per second!					
45591	all		Stun Resistance 100	Passive	Increases your chance to resist Stun effects by $s1%.						
45592	all		Venom Spit		Spits poison at an enemy, causing harm and inflicting additional Nature damage every $t2 sec. for $d.	Nature damage inflicted every $t2 sec.					
45593	all		Ith'rix's Carapace								
45594	all		Imperean's Primal		Stand near Snarlfang's totem and activate the power within the primal to gain a vision of what happened to Farseer Grimwalker.						
45595	all		Fireball								
45596	all		Boiling Point: Churn On Health Range								
45597	all		Boiling Point: Simmer On Health Range								
45598	all		Boiling Point: Churn Kill Credit								
45599	all		Boiling Point: Simmer Kill Credit								
45600	all		Call of the Carpet								
45601	all		Call of the Carpet								
45602	all		Ride Carpet			Riding a magic carpet!					
45603	all		Ride Carpet								
45604	all		Cancel Call of the Carpet								
45605	all		Vision of Air: Kill Credit								
45606	all		Kaganishu's Fetish		Target Farseer Grimwalker's Spirit with the power of the fetish to reverse its effects and free him.	Setting Farseer Grimwalker's Spirit free.					
45607	all		Kaganishu's Fetish Trigger								
45608	all		Ancestral Spirit	Rank 6							
45609	all		Necropolis Beam								
45610	all		Pollen		The caster scatters the pollen from their wings and legs onto nearby attackers, dealing periodic Nature damage.	Nature damage every $t1 sec.					
45611	all		Arcane Chains		Envelops a wounded Beryl Sorcerer in magical chains.						
45612	all		Necropolis Beam								
45613	all		Necropolis Beam								
45614	all		Shroud of the Scourge		Shield yourself from the eyes of most rank-and-file Scourge at the Temple City of En'kilah. Only effective in the Temple City of En'kilah.	Shielded from the eyes of most Scourge at the Temple City of En'kilah, with the exception of En'kilah Abominations.					
45615	all		Necropolis Beam								
45617	all		Detect Shrouded Player								
45618	all		Food		Restores $o1 health over $d.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain $45619s1 resistance to all schools of magic for $45619d.	Restores $/5;s1 health per second.					
45619	all		Well Fed		Resistance to all schools of magic increased by $s1. Lasts $d.	Resistance to all schools of magic increased by $s1.					
45622	all		Trigger Middle Strafe								
45623	all		Trigger Bottom Strafe								
45624	all		Convert Rune Test	1							
45625	all		Arcane Chains: Character Force Cast								
45626	all		Arcane Chains: Summon Chained Mage Hunter								
45627	all		Temple A Credit								
45628	all		Temple B Credit								
45629	all		Temple C Credit								
45630	all		Arcane Chains: Chain Channel								
45631	all		Cosmetic - Enslave Chains Self								
45632	all		Enslaved Arcane Chains: Character Force Cast								
45633	all		Strafe								
45634	all		Neural Needle		Inflicts incredible pain to target, but does no permanent damage.						
45635	all		Strafe								
45636	all		Mist of the Kvaldir			Engulfed by the mist.					
45637	all		Sea Mist								
45638	all		Juggle Torch								
45639	all		Sidestep								
45640	all		Visions of Shadow								
45641	all		Fire Bloom		Deals $45642s1 damage to surrounding allies every $t1 sec.	Deals $45642s1 damage to surrounding allies every $t1 sec.					
45642	all		Fire Bloom								
45643	all		Cosmetic - Create Engineering Item								
45644	all		Juggle Torch (Catch)								
45645	spellbook	769	QA Debug Frost Spell - 1000 Damage								
45646	spellbook	769	QA Debug Fire Spell - 1000 Damage								
45647	spellbook	769	QA Debug Nature Spell - 1000 Damage								
45648	spellbook	769	QA Debug Holy Spell - 1000 Damage								
45649	spellbook	769	QA Debug Shadow Spell - 1000 Damage								
45650	spellbook	769	QA Debug Arcane Spell - 1000 Damage								
45651	all		Abduction: Quest Completion								
45652	all		Arcane Binder Cleanup								
45653	all		Place Sage Aeire's Totem		Place Sage Aeire's Totem near one of the Scourge cauldrons in the Temple City of En'kilah. The totem will attempt to neutralize the contents of the cauldron.						
45655	all		Cauldron Purification								
45656	all		Cauldron Purification (Periodic)								
45657	all		Darkness of a Thousand Souls		Deals $s1 Shadow damage to all enemies within reach.						
45658	all		Call of the Mist		Calling forth the mist.	Calling forth the mist.					
45659	spellbook	769	QA Debug +190 MP5		Grants 190 mana every 5 seconds.	Grants 190 mana every 5 seconds.					
45660	all		Throw Torch OLD								
45661	all		Encapsulate		Encapsulates the target in an orb of energy for $d.						
45662	all		Encapsulate								
45663	all		Plague Geyser								
45664	all		Legion Lightning		Strikes an enemy with Legion Lightning that arcs to another nearby enemy. The spell affects up to $x1 targets, inflicting diminishing Shadow damage to each successive target.						
45665	all		Encapsulate			Stunned.\nDeals $45662s1 damage every second to allies within $45662a1 yards.					
45666	all		Arcane Bolt		Hurls a magical bolt at an enemy, inflicting Arcane damage.						
45667	all		Torch Corpse								
45668	all		Crafty's Ultra-Advanced Proto-Typical Shortening Blaster								
45669	all		Fling Torch								
45670	all		Arcane Bolt								
45671	all		Juggle Torch (Catch, Quest)								
45672	all		Shrunk			Shorter, but no less powerful!					
45673	all		Bigger!			Bigger? What the?!					
45674	all		Bigger!			Bigger? What the?!					
45675	all		Shrunk			The blaster backfired... you're shrunk!					
45676	all		Juggle Torch (Quest, Missed)								
45677	all		Yellow			Oh great, it's tinged with yellow. Kinda green in fact. How does this help?					
45678	all		Yellow			Cool if yellow's your favorite color!					
45679	all		Shadow Bolt								
45680	all		Shadow Bolt		Hurls a magical bolt at an enemy, inflicting Shadow damage.						
45681	all		Ghost			It's a ghost. It's still hitting hard!					
45682	all		Ghost			You're a ghost! Does this thing even work?!					
45683	all		Polymorph: Crafty Wobblesprocket			What?! It looks just like Crafty Wobblesprocket!					
45684	all		Polymorph: Crafty Wobblesprocket			Uh oh... you look just like Crafty Wobblesprocket! How's this supposed to help?!					
45685	all		Hah... : Magnataur On Death 2								
45686	all		Hah... : Magnataur Kill Credit								
45687	all		Summon Shield Orbs								
45688	all		Summon Shield Orbs								
45689	all		Summon Shield Orbs								
45690	all		Juggle Torch (Quest, Missed, Explosion Visual)								
45691	all		Hah... : Magnataur On Death 1								
45692	all		Use Tuskarr Torch		Invokes the spirit of tuskarr fire. Must be standing near a Kvaldir ship to use.	Channeling the elements.					
45693	all		Torches Caught		Determines the number of torches caught.	You still need to catch more!					
45694	all		Captain Rumsey's Lager		Makes you slightly tipsy and increases your skill in fishing by $s1 for $d.	Fishing skill increased by $s1.					
45695	spellbook	185	Captain Rumsey's Lager								
45696	all		Give Torch (without missile, Quest)								
45697	all		Truesilver Fishing Line		Replaces the fishing line on your fishing pole with a delicately spun truesilver line, increasing Fishing skill by 3.						
45698	all		Fishing								
45699	all		Flames of Failure		Target loses $m% of its Health each second for $d.	You missed your torch.  Ouch!  You take $m% of your Health each second.					
45700	all		Rise of the Ancient Mariner								
45701	all		Create Warsong Outfit								
45702	all		Neural Needle Impact								
45703	all		Call of the Ancient Mariner		Blow at the far end of Warsong Jetty to call forth Orabus the Helmsman.						
45704	all		Borean Tundra - Valiance Keep Flavor - Summon Hostile Footman								
45705	all		Naked Caravan Guard - Orc Male Transform								
45706	all		Naked Caravan Guard - Orc Female Transform								
45707	all		Naked Caravan Guard - Forsaken Male Transform								
45708	all		Naked Caravan Guard - Tauren Male Transform								
45709	all		Naked Caravan Worker - Orc Male Transform								
45710	all		Naked Caravan Worker - Orc Female Transform								
45711	all		Naked Caravan Worker - Forsaken Male Transform								
45712	all		Naked Caravan Worker - Troll Male Transform								
45713	all		Naked Caravan Guard - Master Transform								
45714	all		Fog of Corruption								
45716	all		Torch Tossing Training			You're training at tossing torches. Hurl torches at the marked torch target braziers!					
45717	all		Fog of Corruption			Charmed.\nUnstoppable.\nIncreases damage done by $s2%.\nIncreases healing done by $45726s1%\nIncreases movement speed by $45726s3%.					
45718	all		Naked Caravan Worker - Master Transform								
45719	all		Torch Tossing Training Success								
45720	all		Target Invisibility								
45722	all		Has Training Torch								
45723	all		Target Indicator	Rank 1	Hunter's Mark Visual Only.						
45724	all		Braziers Hit!			You still need more to win!					
45725	all		Target Detect Invisibility			Toss your Training Torch at the indicated brazier to score Hits!					
45726	all		Fog of Corruption								
45727	all		Display Blood Globe								
