spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
85936	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85937	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85938	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85939	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85940	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85941	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85942	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85943	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85944	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85945	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85946	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85947	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85948	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85949	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85950	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85951	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85952	all		Flaming Strafe		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
85953	all		Dummy Trigger		Dummy Trigger						
85954	all		Fireball		Inflicts Fire damage to an enemy.						
85955	all		Cone of Fire		Inflicts $s1 Fire damage to enemies in a cone in front of the caster.						
85956	all		Bellowing Roar			Fleeing in fear.					
85957	all		Dummy Trigger		Dummy Trigger						
85958	all		Dummy Trigger		Dummy Trigger						
85959	all		Begin Landing		Dummy Trigger						
85960	all		Whirlwind		Attacks nearby enemies in a whirlwind of steel that lasts $d. and inflicts normal damage plus a bonus.	Attacking all nearby enemies for normal damage plus a bonus.					
85961	all		Revenge		Instantly counterattack an enemy for $s1 damage. Revenge must follow a block, dodge, or parry.						
85962	all		Debilitating Slam		Inflicts damage to an enemy, stunning it for $d.	Stunned.					
85963	all		Blackhand's Mark		Gyth's attention is focused on you.	Gyth's attention is focused on you.					
85964	all		Dummy Trigger		Dummy Trigger						
85965	all		Begin Scene: ubrs-stadium-wave-1		Dummy Trigger						
85966	all		Begin Scene: ubrs-stadium-wave-2		Dummy Trigger						
85967	all		Begin Scene: ubrs-stadium-wave-3		Dummy Trigger						
85968	all		Begin Scene: ubrs-stadium-wave-4		Dummy Trigger						
85969	all		Begin Scene: ubrs-stadium-wave-5		Dummy Trigger						
85970	all		Begin Scene: ubrs-stadium-wave-6		Dummy Trigger						
85971	all		Dummy Trigger		Dummy Trigger						
85972	all		Begin Scene: ubrs-stadium-wave-7		Dummy Trigger						
85973	all		Dummy Trigger		Dummy Trigger						
85974	all		Begin Scene: ubrs-stadium-cleanup		Dummy Trigger						
85975	all		Dummy Trigger		Dummy Trigger						
85976	all		Begin Scene: ubrs-stadium-outro		Dummy Trigger						
85977	all		Gift of the Red		Regenerates all nearby group members for $s1 every $t1 seconds for $d.  Druid must channel to maintain the spell.	Heals nearby party members for $s1 every $t1 seconds.					
85978	all		Flamestrike		Calls down a pillar of flame, burning all enemies in a selected area and inflicting additional damage every $t2 sec. for $d.	Fire damage inflicted every $t2 sec.					
85979	all		Cleave		Inflicts $s1% of normal melee damage to an enemy and its nearest allies, affecting up to $x1 targets.						
85980	all		Conflagration		Sets an enemy aflame, inflicting $o1 Fire damage over $d. and sending it into a state of panic. While the target is affected, the flames periodically scorch its nearby allies for $16806s1 damage as well.	You're burning!					
85981	all		Thunderclap		Inflicts Nature damage to nearby enemies, increasing the time between their attacks and slowing their movement for $d.	Time between attacks increased by $s3%.\nMovement speed reduced by $s2%.					
85982	all		Rage		Increases the Physical damage dealt by the caster by $s1 and speeds its attack by $s2% for $d.	Physical damage dealt is increased by $s1.\nAttack speed increased by $s2%.					
85983	all		Pierce Armor		Reduces an enemy's armor by $s1% for $d.	Armor reduced by $s1%.					
85984	all		Molten Engulfment		The ground beneath General Drakkisath slowly begins to heat.	The ground beneath General Drakkisath slowly begins to heat.					
85985	all		Charred Ground		The ground beneath you retains the heat of a recent Molten Engulfment. Dealing $s1 fire damage to the inflamed area every $t1 sec.	The ground beneath you retains the heat of a recent Molten Engulfment. Dealing $s1 fire damage to the inflamed area every $t1 sec.					
85986	all		Molten Engulfment		Deals $s1 Fire damage to all nearby enemies and leaves a flaming blaze behind.	Deals Fire damage every $t2 sec.					
85987	all		Dummy Trigger		Dummy Trigger						
85988	all		Molten Engulfment		Deals $s1 Fire damage to all enemies.						
85989	all		Dummy Trigger		Dummy Trigger						
85990	all		Molten Engulfment								
85991	all		Dummy Trigger		Dummy Trigger						
85992	all		Protection of the Red								
85993	all		Protection of the Red								
85994	all		Begin Scene: ubrs-father-flame-wave-1		Dummy Trigger						
85995	all		Begin Scene: ubrs-father-flame-wave-2		Dummy Trigger						
85996	all		Begin Scene: ubrs-father-flame-wave-3		Dummy Trigger						
85997	all		Begin Scene: ubrs-father-flame-wave-4		Dummy Trigger						
85998	all		Begin Scene: ubrs-father-flame-boss-arrive		Dummy Trigger						
85999	all		Begin Scene: ubrs-father-flame-cleanup		Dummy Trigger						
86000	all		Begin Scene: ubrs-father-flame-outro		Dummy Trigger						
86001	all		Encounter Start		Encounter Start						
86002	all		Flamestrike		Calls down a pillar of flame, burning all enemies in a selected area and inflicting additional damage every $t2 sec. for $d.	Fire damage inflicted every $t2 sec.					
86003	all		Flame Funnel		Inflicts Fire damage to nearby enemies.						
86004	all		Emberseer Growing								
86005	all		Flame Funnel		Flame Funnel						
86006	all		Flame Funnel		Flame Funnel						
86007	all		Flame Funnel		Flame Funnel						
86008	all		Encounter Reset		Encounter Reset						
86009	all		Dummy Trigger		Dummy Trigger						
86010	all		Dummy Trigger		Dummy Trigger						
86011	all		Dummy Trigger		Dummy Trigger						
86012	all		Dummy Trigger		Dummy Trigger						
86013	all		Flamebreak		Inflicts Fire damage to nearby enemies, knocking them back.						
86014	all		Immolate		Burns an enemy, then inflicts additional Fire damage every $t1 sec. for $d.	Fire damage inflicted every $t1 sec.					
86015	all		Berserker Charge		Charges at an enemy, knocking it back and inflicting normal damage plus $s3.						
