spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
59948	all		Arcanum of the Flame's Soul		Permanently adds 25 Fire resist and 30 Stamina to a head slot item.\n\nEnchanting the item causes it to become soulbound.						
59949	all		Check Drake Colors								
59951	all		Mind Trick: Chains - Left Hand								
59952	all		Mind Trick: Chains - Right Hand								
59953	all		Mages Deck		Combine the Ace through Five of Mages to complete the set.						
59954	all		Arcanum of Torment		Permanently adds 50 attack power and 20 critical strike rating to a head slot item.\n\nEnchanting the item causes it to become soulbound.						
59955	all		Arcanum of the Stalwart Protector		Permanently adds 37 Stamina and 20 defense rating to a head slot item.\n\nEnchanting the item causes it to become soulbound.						
59956	all		Mages Deck		Combine the Ace through Five of Mages to complete the set.						
59957	all		Mages Deck		Combine the Ace through Five of Mages to complete the set.						
59958	all		Mages Deck		Combine the Ace through Five of Mages to complete the set.						
59959	all		Mages Deck		Combine the Ace through Five of Mages to complete the set.						
59960	all		Arcanum of Blissful Mending		Permanently adds 30 spell power and 10 mana per 5 seconds to a head slot item.\n\nEnchanting the item causes it to become soulbound.						
59961	spellbook	777	Red Proto-Drake		Summons and dismisses a rideable Red Proto-Drake.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
59962	all		Demons Deck		Combine the Ace through Five of Demons to complete the set.						
59963	all		Lightning Breath		Breathes lightning at an enemy, inflicting Nature damage.						
59964	all		Demons Deck		Combine the Ace through Five of Demons to complete the set.						
59965	all		Eye Beam		Tharon'ja glares at the target, dealing $s1 Nature damage every $t1 sec.	Nature damage inflicted every $t1 sec.					
59966	all		Demons Deck		Combine the Ace through Five of Demons to complete the set.						
59967	all		Demons Deck		Combine the Ace through Five of Demons to complete the set.						
59968	all		Demons Deck		Combine the Ace through Five of Demons to complete the set.						
59969	all		Poison Cloud		Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
59970	all		Arcanum of Burning Mysteries		Permanently adds 30 spell power and 20 critical strike rating to a head slot item.\n\nEnchanting the item causes it to become soulbound.						
59971	all		Rain of Fire		Calls down a molten rain, burning all enemies in a selected area for $s1 Fire damage every $t1 sec. for $d.	Fire damage inflicted every $t1 sec.					
59972	all		Curse of Life		Deals shadow damage over $d.  The effect is removed if the target falls below 50% of their maximum life.	Shadow damage inflicted every $t1 secs.\nCurse of Life is removed if you fall below 50% health.					
59973	all		Shadow Volley		Hurls missiles of dark magic, inflicting Shadow damage to nearby enemies.						
