spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
87963	all		Enchantment for Priestess's Cloak								
87964	all		Enchantment for Militia Bracers								
87965	all		Enchantment for Downy Cloak								
87966	all		Enchantment for Hunter's Axe								
87967	all		Enchantment for Dreamer's Robe								
87968	all		Enchantment for High Impact Mace								
87969	all		Enchantment for Major's Blade								
87970	all		Enchantment for Shaman's Shield								
87971	all		Enchantment for Guard's Chest								
87972	all		Enchantment for Guardian's Bracers								
87973	all		Enchantment for Speaker's Robes								
87974	all		Enchantment for Priestess's Cloak								
87975	all		Enchantment for Militia Bracers								
87976	all		Enchantment for Downy Cloak								
87977	all		Enchantment for Hunter's Axe								
87978	all		Enchantment for Dreamer's Robe								
87979	all		Enchantment for High Impact Mace								
87980	all		Enchantment for Major's Blade								
87981	all		Enchantment for Shaman's Shield								
87982	all		Elemental Ice			Frozen.					
87983	all		Destabilize Elemental Ice		Destabilize weak elemental ice, freeing a captive villager.						
87984	all		Draining Poison		Inflicts $o1 Nature damage to an enemy and drains $o1 Mana over $d.	$s1 Nature damage inflicted every $t1 sec.\n$s2 Mana drained every $t1 sec.					
87985	all		Dummy Trigger		Dummy Trigger						
87986	all		Begin Scene: felhunter-finale		Dummy Trigger						
87987	all		Polymorph	Rank 1	Transforms Zala'thria into a sheep, forcing her to wander around for up to $d.  While wandering, the sheep cannot attack or cast spells but will regenerate very quickly.  Any damage will transform the target back into its normal form.	Cannot attack or cast spells.  Increased regeneration.					
87988	all		Be Tagged By								
87989	all		Fixate								
87990	all		Explorer's Contract		Experience gains from kills and quests reduced by $s1%.	Experience gains from kills and quests reduced by $s1%.					
87991	all		Soul of Iron		Never Known Defeat.	Never Known Defeat.					
87993	spellbook	165	Lizard King's Hide								
87994	spellbook	778	Venomhide Ravasaur Hatchling		Teaches you how to summon this companion.						
87995	all				Teaches you how to summon this companion.						
87996	all		Increase Spell Dam Frost 22		Increases damage done by Frost spells and effects by up to $s1.						
90000	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90001	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90002	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90003	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90004	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90005	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90006	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90007	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90008	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90009	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90010	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90011	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90012	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90013	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90014	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90015	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90016	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90017	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90018	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90019	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90020	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90021	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90022	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90023	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90024	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90025	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90026	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90027	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90028	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90029	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90030	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90031	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90032	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90033	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90034	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90035	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90036	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90037	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90038	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90039	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90040	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90041	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90042	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90043	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90044	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90045	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90046	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90047	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90048	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90049	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90050	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90051	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90052	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90053	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90054	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90055	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90056	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90057	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90059	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90060	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90062	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90063	all		Greasy Goblin Gizmo		Smells of gas, what does it do?	Transformed.					
90065	all		Da Bomba Kaboom		Deals $s1 Fire damage to nearby enemies and knocks them away.						
90066	all		Dark Iron Brew		Take a swig from the tankard, putting you to sleep for $d.  During that time the imbiber regenerates 2100 health and 2100 mana.	Drunken Slumber.					
90067	spellbook	202	Hyper-Radiant Flame Reflector								
90068	all		Oh no...		The shark charges at a poor soul that fell into its waters.	You are going to have a baaad time...					
90069	all		Chomp!			Stunned and having a bad time.					
90070	all		Final Annihilation		Doom.	Doom.					
90071	all		Finger of Death		Strikes an enemy with the finger of death, inflicting shadow damage upon them, their children, and their children's children.						
90072	all		Gijjijim Land Mine		Places a Land Mine on the ground.  When a hostile creature passes near, It will explode for $4043s1 fire damage and knock them away.  The mine has a duration of $d.						
90073	all		Gillijim Mine Kaboom		Deals $s1 Fire damage to nearby enemies and knocks them away.						
90074	all		Wyrm Mantle		Negates $s1% of all spell damage for $d.	All spell damage taken is reduced by $s1%.					
90075	all		Hiding		Faded from sight.	Faded from sight.					
90076	all		Honey Butter Bread		Restores $o1 health over $d.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain 15 All Resistances for 6 minutes.	Restores $/5;s1 health per second.					
90077	all		Increased Resistance		Increases All Resistances by $s1 for $d.	All Resistances increased by $s1.					
90078	all		Da Bomba		Inflicts 132 to 218 Fire damage and knocks the unfortunate victim away... Whoever that ends up being.	Weeeeee!					
90079	all		Da Bomba Backfire								
90080	all		Spreading Incense		Pay your respects at the resting place of the Horde veteran in Winterspring.						
90081	all		Spreading Incense		Pay your respects at the resting place of the fallen Alliance soldiers in Winterspring.						
90082	all		Dirge is Cooking		Dirge Quikcleave cooks Honey Butter Bread.	Let him cook.					
90083	spellbook	185	Honey Butter Bread								
90084	all		Recipe: Honey Butter Bread		Teaches you how to make Honey Butter Bread.						
90085	all		Touch of Rejuvenation		Permanently adds 23 spell healing to a head slot item. Does not stack with other enchantments for the selected equipment slot.						
90086	all		Touch of Might		Permanently adds 21 attack power to a head slot item. Does not stack with other enchantments for the selected equipment slot.						
90087	all		Touch of Sorcery		Permanently adds 12 spell damage to a head slot item. Does not stack with other enchantments for the selected equipment slot.						
90088	all		Touch of Protection		Permanently adds 5 defense to a head slot item. Does not stack with other enchantments for the selected equipment slot.						
90089	all		Cultivate Leyline Shard		Use this to cultivate a single Leyline Shard. They are required by Karanth Ardentis to create enchantments.	Creates a Leyline Shard.					
90090	all		Holy Purification		Cleanses The Scepter of Vectus with holy magic.						
90091	all		Scepter Snap		Veligos snaps The Scepter of Vectus.						
90092	all		Veligos Phase 8								
90093	all		Spirit Channeling		Channel into the skull of the blue dragon in Azure Rest to drag his spirit out of the nether.	Gives the ability to commune with the spirit of the blue dragon resting in Azure Rest.					
90094	all		Nether Pull		Veligos pulls the taget throught the Twisting Nether.	Pulls the taget throught the Twisting Nether.					
90095	all		Collapse Magic		Collapses the flow of magic into itself, rendering the target silent.	Collapses the flow of magic into itself, rendering the target silent.					
90096	all		Placing Protective Ward		Place on one of the four corrupted spots in Azure Rest to prevent the azure blight from spreading.						
90097	all		Conjure Wards		Veligos creates the wards.						
90098	all		Spirit Channeling		Channel into the skull of the blue dragon in Azure Rest to drag his spirit out of the nether.	Gives the ability to commune with the spirit of the blue dragon resting in Azure Rest.					
90099	all		Collapsed Magic		The flow of magic is collapsed into itself.	Crystal is silent.					
90100	all		Appearance Potion		Drink up!	Drink up!					
90101	all		Race Transmutation Potion		Drink up!	Drink up!					
90102	all		Faction Transmutation Potion		Drink up!	Drink up!					
98534	all		Bronzebeard Name Reservation		Reserve a character name for Bronzebeard - Warcraft Reborn's Live Release!\n\nName Reservations are on a first come first save basis.	Reserve one of your character names for Ascension's Bronzebeard Realm Release!					
99999	all		Increase Spell Dam Nature 25		Increases damage done by Nature spells and effects by up to $s1.						
100012	all		Increase Spell Dam 12		Increases damage and healing done by magical spells and effects by up to $s1.						
100014	all		Increase Spell Dam 14		Increases damage and healing done by magical spells and effects by up to $s1.						
100018	all		Increase Healing 18		Increases damage and healing done by magical spells and effects by up to $s1.						
100024	all		Increase Spell Dam 24		Increases damage and healing done by magical spells and effects by up to $s1.						
149996	all		Title: Of Epoch		"This Sealed Title grants you ""Of Epoch"" Title."	"This Sealed Title grants you ""Of Epoch"" Title."					
149997	all		Nightspring Cub		Teaches you how to summon this companion.	Swift Shorestrider					
149998	all		Swift Shorestrider		Teaches you how to summon this mount	Swift Shorestrider					
149999	all		Savage Raptor		Teaches you how to summon this mount.	Savage Raptor					
150000	spellbook	777	Swift Shore Strider	Rank 1	Summons and dismisses Swift Shore Strider.	Increases speed depending on Riding skill.					
150001	spellbook	777	Savage Raptor	Rank 1	Summons and dismisses Savage Raptor.	Increases speed depending on Riding skill.					
150002	all		Traveler's Backpack								
150003	all		Traveler's Backpack		Equip Traveler's Backpack						
150004	all		Headhunter's Backpack								
150005	all		Headhunter's Backpack		Equip Headhunter's Backpack						
150006	spellbook	778	Nightsaber Cub		Right Click to summon and dismiss your Nightsaber Cub.						
150007	all		Knockback 500								
150008	all		Knockback 500 Triggers								
150009	all		Consecration		Consecrates the land beneath Paladin, doing $o1 Holy damage over $d to enemies who enter the area.	$s1 damage every $t1 $lsecond:seconds;.					
150010	all		Spellcaster's Tome		Equip your Spellcaster's Tome.						
150011	all		Spellcaster's Tome								
150012	all		Arcane Spheres								
150013	all		Arcane Spheres		Equip your Arcane Spheres.						
150014	all		Molten Spheres								
150015	all		Molten Spheres		Equip your Molten Spheres.						
150016	all		Shadow Orbs								
150017	all		Shadow Orbs		Equip your Shadow Orbs.						
150018	all		Frosty Balls								
150019	all		Frosty Balls		Equip your Frosty Balls.						
150020	all		Infernal Spheres								
150021	all		Infernal Spheres		Equip your Infernal Spheres.						
150022	all		Target Dummy Expire								
150023	all		Drop Volchan's Heart								
150024	all		Upgrading Dark Iron Pick		Base and instructions for upgrading a Dark Iron Pick, it says you will need 20 Dark Iron Bars and 4 Arcanite Bars to build a housing and channeling vein for a Burning Essence. Smithing not required, however a Black Forge is.						
150025	all		Mining		Mining +3						
150026	all		Increase Player Damage Dealt 3		Increases your damage dealt against other players by $s1%.						
150027	all		Increase Player Damage Dealt 6		Increases your damage dealt against other players by $s1%.						
150028	all		Pickpocket Tracker								
150029	all		AoE Immune		Increases your chance to avoid area of effect attacks by an additional $s1%.						
150030	all		Increased All Hit Chance 1		Improves your chance to hit with all spells and attacks by $s1%.						
150031	all		Increased All Hit Chance 2		Improves your chance to hit with all spells and attacks by $s1%.						
150032	all		Increase All Critical 1		Improves your chance to get a critical strike with all spells and attacks by $s1%.						
150033	all		Increase All Critical 2		Improves your chance to get a critical strike with all spells and attacks by $s1%.						
150034	all		Fury of the Black Brood		Your attacks with this wand have a chance to blast the target for $s1 fire damage.	Deals $s1 damage.					
150035	all		Molten Armor		Causes $150036s1 Fire damage when hit, allows the casting of Fire spells.	Causes $150036s1 Fire damage to attackers, allows the casting of Fire spells.					
150036	all		Molten Armor		Causes $s1 Fire damage when hit, allows the casting of Fire spells.						
150037	all		Sorcerer Armor		Increases resistances by $s1, allows the casting of Arcane spells.	Resistance to all magic schools increased by $s1, allows the casting of Arcane spells.					
150038	all		Pyroblast		Hurls an immense fiery boulder that travels toward the target that causes $s1 Fire damage and an additional $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
150039	all		Pyroblast		Hurls an immense fiery boulder that travels toward the target that causes $150038s1 Fire damage and an additional $150038o2 Fire damage over $150038d.						
150040	all		Arcane Decimate		Decimates the target and a nearby ally of theirs, dealing $s1 Arcane damage split evenly between them.						
150041	all		Summon Dragonfire		Conjures a familiar composed of Dragonfire to assault enemies.						
150042	all		Arcane Expulsion		Causes an explosion of arcane magic around the caster, causing $s1 Arcane damage to all targets.						
150043	all		Arcane Missile Volley		Launches magical missiles at all enemies, inflicting $s1 Arcane damage per hit.						
