spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
17073	spellbook	573	Naturalist	Rank 5	Reduces the cast time of your Healing Touch spell by $/1000;S1 sec and increases the damage you deal with physical attacks in all forms by $s2%.						
17074	spellbook	573	Improved Regrowth	Rank 1	Increases the critical effect chance of your Regrowth spell by $s1%.						
17075	spellbook	573	Improved Regrowth	Rank 2	Increases the critical effect chance of your Regrowth spell by $s1%.						
17076	spellbook	573	Improved Regrowth	Rank 3	Increases the critical effect chance of your Regrowth spell by $s1%.						
17077	spellbook	573	Improved Regrowth	Rank 4	Increases the critical effect chance of your Regrowth spell by $s1%.						
17078	spellbook	573	Improved Regrowth	Rank 5	Increases the critical effect chance of your Regrowth spell by $s1%.						
17080	all		Intensity	Rank 1							
17081	all		Improved Enrage	Rank 2							
17085	all		Player Released Thistle Bear								
17086	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17087	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17088	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17089	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17090	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17091	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17092	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17093	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17094	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17095	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17097	all		Breath		Onyxia's flaming breath hits all enemies on the ground for $s1 Fire damage.						
17099	all		Furor		Gives you a chance to gain $/10;17057s1 Rage when you shapeshift into Bear and Dire Bear Form, and you keep a portion of your Energy when you shapeshift into Cat Form, and increases your total Intellect while in Moonkin form.						
17104	spellbook	573	Gift of Nature	Rank 1	Increases the effect of all healing spells by $s1%.						
17105	all		Banshee Curse		Reduces an enemy's chance to hit by $s1% for $d.	Chance to hit reduced by $s1%.					
17106	spellbook	573	Intensity	Rank 1	Allows $s1% of your Mana regeneration to continue while casting and causes your Enrage ability to instantly generate $/10;17080s1 rage.						
17107	spellbook	573	Intensity	Rank 2	Allows $s1% of your Mana regeneration to continue while casting and causes your Enrage ability to instantly generate $/10;35358s1 rage.						
17108	spellbook	573	Intensity	Rank 3	Allows $s1% of your Mana regeneration to continue while casting and causes your Enrage ability to instantly generate $/10;35359s1 rage.						
17111	spellbook	573	Improved Rejuvenation	Rank 1	Increases the effect of your Rejuvenation spell by $s1%.						
17112	spellbook	573	Improved Rejuvenation	Rank 2	Increases the effect of your Rejuvenation spell by $s1%.						
17113	spellbook	573	Improved Rejuvenation	Rank 3	Increases the effect of your Rejuvenation spell by $s1%.						
17114	all		Improved Rejuvenation	Rank 4	Increases the effect of your Rejuvenation spell by $s1%.						
17115	all		Improved Rejuvenation	Rank 5	Increases the effect of your Rejuvenation spell by $s1%.						
17116	spellbook	573	Nature's Swiftness		When activated, your next Nature spell becomes an instant cast spell.	Your next Nature spell will be an instant cast spell.					
17117	all		Magatha Incendia Powder		Magatha Conjure's Incendia Powder						
17118	spellbook	573	Subtlety	Rank 1	Reduces the threat generated by your spells by $s1% and reduces the chance your spells will be dispelled by $s2%.						
17119	spellbook	573	Subtlety	Rank 2	Reduces the threat generated by your spells by $s1% and reduces the chance your spells will be dispelled by $s2%.						
17120	spellbook	573	Subtlety	Rank 3	Reduces the threat generated by your spells by $s1% and reduces the chance your spells will be dispelled by $s2%.						
17121	spellbook	573	Subtlety	Rank 4	Reduces the threat generated by your spells by $s1% and reduces the chance your spells will be dispelled by $s2%.						
17122	spellbook	573	Subtlety	Rank 5	Reduces the threat generated by your spells by $s1% and reduces the chance your spells will be dispelled by $s2%.						
17123	spellbook	573	Improved Tranquility	Rank 1	Reduces threat caused by Tranquility by $s1%.						
17124	spellbook	573	Improved Tranquility	Rank 2	Reduces threat caused by Tranquility by $s1%.						
17131	all		Hover								
17132	all		Pamela's Doll Trap								
17133	all		Create Pamela's Doll		Attach the pieces into a whole.						
17134	all		Musty Tome Trap			Movement speed reduced by $s1%.\nIncreases time between attacks by $s2%.					
17136	all		Onyxia Trans								
17137	all		Flash Heal		Calls upon Holy magic to heal an ally.						
17138	all		Flash Heal		Calls upon Holy magic to heal an ally.						
17139	all		Power Word: Shield		Wraps an ally in a shield that lasts up to $d, absorbing Physical or magical damage. While the shield holds, spells will not be interrupted by Physical attacks.	Shielded against Physical and magical damage.					
17140	all		Holy Fire		Consumes an enemy in flames, burning it and inflicting additional Fire damage every $t2 sec. over $d.	Fire damage inflicted every $t2 sec.					
17141	all		Holy Fire		Consumes an enemy in flames, burning it and inflicting additional Fire damage every $t2 sec. over $d.	Fire damage inflicted every $t2 sec.					
17142	all		Holy Fire		Consumes an enemy in flames, burning it and inflicting additional Fire damage every $t2 sec. over $d.	Fire damage inflicted every $t2 sec.					
17143	all		Holy Strike		Consecrates the caster's weapon, inflicting additional damage on its next attack. All damage inflicted is based on Holy magic.						
17144	all		Wrath		Blasts a target for $s1 Nature damage.						
17145	all		Blast Wave		Unleashes a wave of flame, inflicting Fire damage to nearby enemies and reducing their movement speed for $d.	Reduced movement speed.					
17146	all		Shadow Word: Pain		Utters a word of darkness, inflicting Shadow damage to an enemy every $t1 sec. for $d.	Shadow damage inflicted every $t1 sec.					
17147	all		Exorcism		Inflicts Holy damage to an undead enemy.						
17148	all		Brain Hacker		Wounds the target for $s1 damage and lowers Intellect of target by $s2 for $d.	Lowered Intellect.					
17149	all		Exorcism		Inflicts Holy damage to an undead enemy.						
17150	all		Arcane Might		Increases the magical damage dealt by an ally by $s1 for $d.	Magical damage dealt is increased by $s1.					
17151	all		Shadow Barrier		Reduces the Shadow damage taken by an ally by $s1 for $d.	Shadow damage taken is reduced by $s1.					
