spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
10328	spellbook	594	Holy Light	Rank 7	Heals a friendly target for $s1.						
10329	spellbook	594	Holy Light	Rank 8	Heals a friendly target for $s1.						
10340	all		Uldaman Boss Agro								
10341	all		Radiation Cloud		Deals Nature damage to nearby enemies.						
10342	all		Guardian Effect		Increases Armor by $s1.	Increased armor.					
10344	all		Armor +32		Permanently increase the armor value of an item worn on the chest, legs, hands or feet by 32.  Only usable on items level 25 and above.						
10345	all		Rebuild		Repairs a nearby mechanical ally for $s1 damage every $t1 sec. over $d.	$s1 damage repaired every $t1 sec.					
10346	all		Machine Gun		Fires at an enemy, inflicting Physical damage.						
10347	all		Archaedas Awaken Visual (DND)								
10348	all		Tune Up		Attack speed increased by $s1%.\nCasting speed increased by $s2%.\nMovement speed increased by $s3%.	Attack speed increased by $s1%.\nCasting speed increased by $s2%.\nMovement speed increased by $s3%.					
10351	all		Basilisk Skin		Defense +$s1 for $d1.	Increased defense.					
10368	all		Uther's Light Effect	Rank 1	Instantly shields the target, absorbing $s1 damage.  Lasts $d.  While the shield holds, spells will not be interrupted by physical attacks.	Absorbs damage.					
10369	all		Scooby Snack Effect								
10370	all		Lacerations		Increases damage done to target by physical attacks by $s1 for $d1. Stacks up to 5 times.	Increases melee damage taken by $s1.					
10371	all		Slow		Increases time between victim's attacks by $s1 for $d.	Lowered attack speed.					
10373	all		Fatal Wound		Delivers a fatal wound for $s1 damage.						
10387	all		Lightning Surge								
10388	all		Summon Prismatic Exile		Summons $s1 $lPrismatic Exile:Prismatic Exiles; to aid the caster in battle for $d.						
10389	all		Spawn Smoke								
10390	all		Gate Failure		Causes an explosion of arcane magic around the caster, causing $s1 damage to all targets within $a1 yards.						
10391	spellbook	375	Lightning Bolt	Rank 7	Casts a bolt of lightning at the target for $s1 Nature damage.						
10392	spellbook	375	Lightning Bolt	Rank 8	Casts a bolt of lightning at the target for $s1 Nature damage.						
10395	spellbook	374	Healing Wave	Rank 8	Heals a friendly target for $s1.						
10396	spellbook	374	Healing Wave	Rank 9	Heals a friendly target for $s1.						
10399	spellbook	373	Rockbiter Weapon	Rank 4	Imbue the Shaman's weapon, increasing its damage per second by $s2 and causing melee attacks made using this weapon to generate additional threat.  Lasts 30 minutes.						
10400	all		Flametongue Weapon (Passive)	Rank 1							
10403	all		Stoneskin	Rank 4		Reduces melee damage taken by $s1.					
10404	all		Stoneskin	Rank 5		Reduces melee damage taken by $s1.					
10405	all		Stoneskin	Rank 6		Reduces melee damage taken by $s1.					
10406	spellbook	373	Stoneskin Totem	Rank 4	Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party members within $10403a1 yards, reducing melee damage taken by $10403s1.  Lasts $d.						
10407	spellbook	373	Stoneskin Totem	Rank 5	Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party members within $10404a1 yards, reducing melee damage taken by $10404s1.  Lasts $d.						
10408	spellbook	373	Stoneskin Totem	Rank 6	Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party members within $10405a1 yards, reducing melee damage taken by $10405s1.  Lasts $d.						
10412	spellbook	375	Earth Shock	Rank 5	Instantly shocks the target with concussive force, causing $s2 Nature damage.  It also interrupts spellcasting and prevents any spell in that school from being cast for $d.						
10413	spellbook	375	Earth Shock	Rank 6	Instantly shocks the target with concussive force, causing $s2 Nature damage.  It also interrupts spellcasting and prevents any spell in that school from being cast for $d.						
10414	spellbook	375	Earth Shock	Rank 7	Instantly shocks the target with concussive force, causing $s2 Nature damage.  It also interrupts spellcasting and prevents any spell in that school from being cast for $d.						
10418	all		Arugal spawn-in spell								
10423	all		Stoneclaw Totem Effect	Rank 5							
10424	all		Stoneclaw Totem Effect	Rank 6							
10425	all		Stoneclaw Totem Passive	Rank 5							
10426	all		Stoneclaw Totem Passive	Rank 6							
10427	spellbook	375	Stoneclaw Totem	Rank 5	Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $10423a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $10425h% chance to be stunned for $39796d.						
10428	spellbook	375	Stoneclaw Totem	Rank 6	Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $10424a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $10426h% chance to be stunned for $39796d.						
10431	spellbook	373	Lightning Shield	Rank 6	The caster is surrounded by $n balls of lightning.  When a spell, melee or ranged attack hits the caster, the attacker will be struck for $26370s1 Nature damage.  This expends one lightning ball.  Only one ball will fire every few seconds.  Lasts $d.  Only one Elemental Shield can be active on the Shaman at any one time.	Causes $26370s1 Nature damage to attacker on hit.					
10432	spellbook	373	Lightning Shield	Rank 7	The caster is surrounded by $n balls of lightning.  When a spell, melee or ranged attack hits the caster, the attacker will be struck for $26363s1 Nature damage.  This expends one lightning ball.  Only one ball will fire every few seconds.  Lasts $d.  Only one Elemental Shield can be active on the Shaman at any one time.	Causes $26363s1 Nature damage to attacker on hit.					
10435	all		Attack	Rank 5	Deals Fire damage to the target.						
10436	all		Attack	Rank 6	Deals Fire damage to the target.						
10437	spellbook	375	Searing Totem	Rank 5	Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $10435r yards for $10435s1 Fire damage.						
10438	spellbook	375	Searing Totem	Rank 6	Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $10436r yards for $10436s1 Fire damage.						
10441	all		Strength of Earth	Rank 4		Increases Strength by $s1.					
10442	spellbook	373	Strength of Earth Totem	Rank 4	Summons a Strength of Earth Totem with $s1 health at the feet of the caster.  The totem increases the strength of party and raid members within $10441a1 yards by $10441s1.  Lasts $d.						
10444	all		Flametongue Attack	Rank 3							
10445	all		Flametongue Weapon Proc	Rank 4							
10447	spellbook	375	Flame Shock	Rank 4	Instantly sears the target with fire, causing $s1 Fire damage immediately and $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
10448	spellbook	375	Flame Shock	Rank 5	Instantly sears the target with fire, causing $s1 Fire damage immediately and $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
10451	all		Implosion								
10452	all		Flame Buffet		Inflicts Fire damage to an enemy and increases the Fire damage it takes for $d.	Fire damage taken is increased by $s2.					
10454	all		Into the Rift			Move to the location of your corpse or speak with a spirit healer to be revived.					
10455	all		Minor Tremor		Causes a minor tremor, inflicting $s1 damage to nearby enemies.	Shaken by a minor tremor.					
10456	spellbook	373	Frostbrand Weapon	Rank 3	Imbue the Shaman's weapon with frost.  Each hit has a chance of causing $10458s2 additional Frost damage and slowing the target's movement speed by $10458s1% for $10458d.  Lasts 30 minutes.						
10458	all		Frostbrand Attack	Rank 3		Movement slowed by $s1%.					
10459	all		Sacrifice Spinneret		Offer at the Temple of the Moon fountain.						
10460	all		Healing Stream	Rank 4		Heals $s1 every $t1 seconds.					
10461	all		Healing Stream	Rank 5		Heals $s1 every $t1 seconds.					
10462	spellbook	374	Healing Stream Totem	Rank 4	Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals up to 5 party or raid members within $10460a1 yards for $10460s1 every $10460t1 seconds.						
10463	spellbook	374	Healing Stream Totem	Rank 5	Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals up to 5 party or raid members within $10461a1 yards for $10461s1 every $10461t1 seconds.						
10466	spellbook	374	Lesser Healing Wave	Rank 4	Heals a friendly target for $s1.						
10467	spellbook	374	Lesser Healing Wave	Rank 5	Heals a friendly target for $s1.						
10468	spellbook	374	Lesser Healing Wave	Rank 6	Heals a friendly target for $s1.						
10472	spellbook	375	Frost Shock	Rank 3	Instantly shocks the target with frost, causing $s2 Frost damage and slowing movement speed by $s1%.  Lasts $d.  Causes a high amount of threat.	Movement slowed by $s1%.					
10473	spellbook	375	Frost Shock	Rank 4	Instantly shocks the target with frost, causing $s2 Frost damage and slowing movement speed by $s1%.  Lasts $d.  Causes a high amount of threat.	Movement slowed by $s1%.					
10476	all		Frost Resistance	Rank 2		Frost Resistance increased by $s1					
10477	all		Frost Resistance	Rank 3		Frost Resistance increased by $s1					
10478	spellbook	373	Frost Resistance Totem	Rank 2	Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d.  The totem increases party and raid members' frost resistance by $10476s1, if within $10476a1 yards.						
10479	spellbook	373	Frost Resistance Totem	Rank 3	Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d.  The totem increases party and raid members' frost resistance by $10477s1, if within $10477a1 yards.						
10482	spellbook	165	Cured Thick Hide								
10486	spellbook	373	Windfury Weapon	Rank 3	Imbue the Shaman's weapon with wind.  Each hit has a 36% chance of dealing additional damage equal to two extra attacks with $33755s1 extra attack power.  Lasts 30 minutes.						
10487	spellbook	165	Thick Armor Kit								
10490	spellbook	165	Comfortable Leather Hat								
10491	all		Mana Spring	Rank 2		Gain $s1 mana every $t1 seconds.					
10493	all		Mana Spring	Rank 3		Gain $s1 mana every $t1 seconds.					
10494	all		Mana Spring	Rank 4		Gain $s1 mana every $t1 seconds.					
10495	spellbook	374	Mana Spring Totem	Rank 2	Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $10491s1 mana every $10491t1 seconds to group members within $10491a1 yards.						
10496	spellbook	374	Mana Spring Totem	Rank 3	Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $10493s1 mana every $10493t1 seconds to group members within $10493a1 yards.						
10497	spellbook	374	Mana Spring Totem	Rank 4	Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $10494s1 mana every $10494t1 seconds to group members within $10494a1 yards.						
