spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
12323	spellbook	256	Piercing Howl		Causes all enemies within $a1 yards to be Dazed, reducing movement speed by $s1% for $d.	Dazed.					
12324	spellbook	256	Improved Demoralizing Shout	Rank 1	Increases the melee attack power reduction of your Demoralizing Shout by $s1%.						
12325	all		Improved Inner Rage	Rank 1	Reduces the cooldown of your Inner Rage ability by $/1000;s1 secs.						
12327	spellbook	256	Improved Challenging Shout	Rank 1	Reduces the cooldown of your Challenging Shout ability by $/60000;s1 mins.						
12328	spellbook	26	Sweeping Strikes		Your next $n melee attacks strike an additional nearby opponent.	Your next $n melee attacks strike an additional nearby opponent.					
12329	spellbook	256	Improved Cleave	Rank 1	Increases the bonus damage done by your Cleave ability by $s1%.						
12330	spellbook	256	Improved Slam	Rank 2	Decreases the casting time of your Slam ability by $/1000;S1 sec.						
12332	all		Lathoric the Black								
12338	spellbook	8	Improved Fireball	Rank 2	Reduces the casting time of your Fireball spell by $/1000;S1 sec.						
12339	spellbook	8	Improved Fireball	Rank 3	Reduces the casting time of your Fireball spell by $/1000;S1 sec.						
12340	spellbook	8	Improved Fireball	Rank 4	Reduces the casting time of your Fireball spell by $/1000;S1 sec.						
12341	spellbook	8	Improved Fireball	Rank 5	Reduces the casting time of your Fireball spell by $/1000;S1 sec.						
12342	spellbook	8	Improved Blasting	Rank 3	Reduces the cooldown of your Fire Blast spell by $/1000;S1 sec and increases the critical strike chance of your Arcane Blast spell by $s2%.						
12345	all		Morgan Test								
12346	all		Awaken the Soulflayer		Use within the Sanctum of the Fallen God.						
12347	all		Raze Attack		Right click on the Staff of Command when you are near Shadowsilk Poachers to make Raze attack.						
12348	all		Atal'ai Altar Light Visual (DND)								
12349	spellbook	8	Improved Flamestrike	Rank 2	Increases the critical strike chance of your Flamestrike spell by $s1%.						
12350	spellbook	8	Improved Flamestrike	Rank 3	Increases the critical strike chance of your Flamestrike spell by $s1%.						
12351	spellbook	8	Burning Soul	Rank 2	Gives your Fire spells a $s1% chance to not lose casting time when you take damage and reduces the threat caused by your Fire spells by $s2%.						
12353	spellbook	8	Flame Throwing	Rank 2	Increases the range of your Fire spells by $s1 yards.						
12354	all		Flame of Hakkar								
12355	spellbook	8	Impact	Rank 1	Stuns the target for $12355d.	Stunned.					
12357	spellbook	8	Impact	Rank 2	Gives your Fire spells a $h% chance to stun the target for $12355d.						
12358	spellbook	8	Impact	Rank 3	Gives your Fire spells a $h% chance to stun the target for $12355d.						
12359	spellbook	8	Impact	Rank 4	Gives your Fire spells a $h% chance to stun the target for $12355d.						
12360	spellbook	8	Impact	Rank 5	Gives your Fire spells a $h% chance to stun the target for $12355d.						
12378	spellbook	8	Fire Power	Rank 2	Increases the damage done by your Fire spells by $s1%.						
12379	all		Scorch Talent Test (PT)								
12380	all		Shadow Channeling								
12398	spellbook	8	Fire Power	Rank 3	Increases the damage done by your Fire spells by $s1%.						
12399	spellbook	8	Fire Power	Rank 4	Increases the damage done by your Fire spells by $s1%.						
12400	spellbook	8	Fire Power	Rank 5	Increases the damage done by your Fire spells by $s1%.						
12418	all		Stealth Detection		Increases your stealth detection.	Increased stealth detection.					
12419	all		Solid Dynamite		Inflicts $s1 Fire damage in a 5 yard radius.						
12420	all		Summon Skeletal Servant		Summons $s1 $lSkeletal Servant:Skeletal Servants; to accompany the caster until dismissed.						
12421	all		Mithril Frag Bomb		Inflicts $s1 Fire damage and stuns targets in a 8 yard radius for $d.  Any damage will break the effect.	Stunned.  Any damage will break the effect.					
12438	all		Slow Fall		Reduces your fall speed for $d.	Reduced fall speed.					
12458	all		Evil God Counterspell								
12459	all		Deadly Scope		Attaches a permanent scope to a bow or gun that increases its damage by 5.						
12460	all		Sniper Scope		Attaches a permanent scope to a bow or gun that increases its damage by 7.						
12461	all		Backhand		Inflicts normal damage plus $s2 to an enemy, stunning it for $d.	Stunned.					
12463	spellbook	237	Improved Arcane Missiles	Rank 2	Gives you a $s1% chance to avoid interruption caused by damage while channeling Arcane Missiles.						
12464	spellbook	237	Improved Arcane Missiles	Rank 3	Gives you a $s1% chance to avoid interruption caused by damage while channeling Arcane Missiles.						
12466	all		Fireball		Inflicts Fire damage to an enemy.						
