spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
62134	all		Glyph of Typhoon		Reduces the cost of your Typhoon spell by $62135s1% and increases its radius by $62135s2 yards, but it no longer knocks enemies back.						
62135	all		Glyph of Typhoon		Reduces the cost of your Typhoon spell by $62135s1% and increases its radius by $62135s2 yards, but it no longer knocks enemies back.						
62136	all		Energize Cores		Hurls a bolt of magic at an enemy, inflicting Arcane damage.						
62137	all		Avoidance	Passive	Reduces the damage your summoned ghoul takes from creature area of effect attacks.						
62138	all		Teleport to Inside Violet Hold		Teleport player to inside Violet Hold.	Teleport player to inside Violet Hold.					
62139	all		Teleport to Inside Violet Hold		Teleport player to the insideViolet Hold.						
62142	all		Improved Chains of Ice	Rank 3	Whenever you cast Chains of Ice, the Frost Rune used becomes a Death Rune when it activates.						
62146	all		Unflinching Valor		Your Defense rating is increased by $s1.	Your Defense rating is increased by $s1.					
62147	all		Icy Touch Defense Increase		Your Icy Touch will also increase your defense rating by $62146s1.						
62148	all		Flash Freeze								
62157	all		DEFENSE								
62158	spellbook	776	Rune of the Stoneskin Gargoyle		Affixes your two-handed rune weapon with a rune that increases Defense by $62157s1 and total Stamina by $62157s2%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.						
62161	all		Glyph of Focus		Increases the damage done by Starfall by $62080s2%, but decreases its radius by $62080s1%.						
62162	spellbook	773	Glyph of Focus								
62163	all		Frenzied Cyclone Transform								
62165	all		Spotlight								
62166	all		Stone Grip		Squeezes the life out of the target, stunning it and inflicting $s2 Physical damage every $t2 sec until Kologarn's Arm sustains $64224s1 damage.	Stunned.\n$s2 Physical damage inflicted every $t2 sec.\nDamage to Kologarn's Arm may break this effect.					
62167	all		Taxi to Venomspite Validate								
62168	all		Black Hole		Phase shifts the target to Worm Hole.	Phase Shifted.					
62169	all		Black Hole		Inflicts $s1 Arcane damage every $t1 sec.	$s1 Arcane damage inflicted every $t1 sec.					
62170	all		Purple New Instance Portal State								
62171	all		[DND] DMF Cannon Target Area Aura A								
62172	all		Just Shot From Cannon!								
62173	all		Bullseye!		Your latest attempt at the cannon was dead on!	Your latest attempt at the cannon was dead on!					
62174	all		[DND] DMF Cannon Target Area Aura B								
62175	all		Close!		Your latest attempt at the cannon was close to the center, but not close enough.	Your latest attempt at the cannon was close to the center, but not close enough.					
62176	spellbook	165	Windripper Boots								
62177	spellbook	165	Windripper Leggings								
62178	all		[DND] DMF Cannon Target Area Aura C								
62179	all		Poor Shot!		Your latest attempt at the cannon landed you near the target area.  Better luck next time!	Your latest attempt at the cannon landed you near the target area.  Better luck next time!					
62180	all		[DND] Landing Result!								
62181	all		Spring Tuxedo		Spring Tuxedo	Hidden Dummy Aura when wearing a White Tuxedo Shirt and Black Tuxedo Pants, the Spring Tuxedo set.					
62183	all		Activate Lightning Orb Trigger								
62184	all		Activate Lightning Orb Periodic								
62185	all		Black Hole Trigger								
62186	all		Lightning Orb Charged								
62187	all		Touchdown!								
62188	all		Biting Cold		Deals increasing periodic damage to stationary enemies.  Movement diminishes this effect.						
62189	all		Summon Black Hole								
62190	all		Call Down the Thunder: Spirit Ride Vortex Bunny								
62192	all		Cosmetic - Ribbon Trail State Visual								
62195	all		justin test backstab								
62196	all		Shadowmeld	Racial	Activate to slip into the shadows, reducing the chance for enemies to detect your presence.  Lasts until cancelled or upon moving.  Any threat is restored versus enemies still in combat upon cancellation of this effect.	Shadowmelded.					
62198	all		justin test backstab counter								
62199	all		Shadowmeld	Racial	Activate to slip into the shadows, reducing the chance for enemies to detect your presence.  Lasts until cancelled or upon moving.  Any threat is restored versus enemies still in combat upon cancellation of this effect.	Shadowmelded.					
62200	all		zzOldImproved Corpse Explosion Cost Reducer								
62201	all		Titanium Plating		Permanently attach lightweight titanium plating to a shield, increasing block value by 81 and reducing the duration of Disarm effects by $43588s1%. Does not stack with other similar effects.\n\nAttaching Titanium Plating to your shield causes it to become soulbound.						
62202	spellbook	164	Titanium Plating								
62203	all		justin test backstab speed boost								
62204	all		justin test backstab updater								
62205	all		Call Down the Thunder: Vortex Bunny Shrink								
62206	all		Player								
62207	all		Unstable Sun Beam		Increases damage dealt by $s1% until the energy of the beam collapses.	Increases damage dealt by $s1% until the energy of the beam collapses.					
62209	all		Photosynthesis		The rays of the sun heals the plant life for $s1 damage every $t1 sec.	The rays of the sun heals the plant life for $s1 damage every $t1 sec.					
62210	all		Glyph of Arcane Blast		Increases the damage from your Arcane Blast buff by $62210s1%.						
62211	all		Unstable Sun Beam		Being energized by the power of the Sun.	Being energized by the power of the Sun.					
62213	spellbook	171	Lesser Flask of Resistance								
62214	all		Mirror Name								
62215	all		Mana Surges			Spell damage increased by up to $s1.					
62216	all		Unstable Sun Beam								
62217	all		Unstable Energy		Inflicts $s1 Nature damage and cancels the effects of Unstable Sun Beam.	Inflicts $s1 Nature damage and cancels the effects of Unstable Sun Beam.					
62218	all		Frenzy		Increases the ghoul's frenzy level.	Frenzy is unleashed when the Ghoul thrashes.					
62219	all		Clear Stone								
62221	all		Unstable Sun Beam		Increases damage dealt by $s1% until the energy of the beam collapses.	Increases damage dealt by $s1% until the energy of the beam collapses.					
62222	all		Clear Arc Lightning								
62223	all		Bunny Firework Aura, controller								
62224	all		Mirror Name								
62225	all		Claw		Claw the enemy, causing damage. Awards 1 Frenzy point.						
62226	all		Flash Freeze		Frozen targets hit by Flash Freeze are killed instantly.						
62227	all		Icicle								
62234	all		Icicle								
62236	all		Icicle								
62239	all		Brightleaf Flux		Increases damage dealt by $s1%.	Increases damage dealt by $s1%.					
62240	all		Solar Flare		Inflicts $s1 Fire damage to a number of targets based on Brightleaf Flux.	Inflicts $s1 Fire damage to a number of targets based on Brightleaf Flux.					
62241	all		Paralytic Field		Traps careless trespassers in a paralytic field, rendering them immobile for $d.	You are paralyzed. Watch your step!  You hear the sharp clang of metal and cries of agony from the arena beyond, where your companions are fighting a pitched battle. What do you suppose they would say if they could see you now?					
62242	spellbook	755	Icy Prism								
62243	all		Unstable Sun Beam		Increases damage and healing done by $s1%.\nUnstable Explosion will cancel the effects of Unstable Sun Beam.	Increases damage and healing done by $s1%.\nUnstable Explosion will cancel the effects of Unstable Sun Beam.					
62244	all		Cannonball!								
62248	all		Sleeping Sleep								
62249	all		Arcane Bolt		Hurls a magical bolt at an enemy, inflicting Arcane damage.						
62250	all		Arcane Bolt		Hurls a magical bolt at an enemy, inflicting Arcane damage.						
62251	all		Brightleaf Flux		Damage and healing from spells and effects is increased.	Damage and healing from spells and effects is increased.					
62252	all		Brightleaf Flux		Damage and healing from spells and effects is reduced.	Damage and healing from spells and effects is reduced.					
62255	all		Brightleaf Flux CD								
62256	spellbook	333	Enchant Bracers - Major Stamina		Permanently enchant bracers to increase Stamina by 40.  Requires a level 60 or higher item.						
