spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
8238	spellbook	185	Savory Deviate Delight								
8240	spellbook	171	Elixir of Giant Growth								
8242	all		Shield Slam		Inflicts damage to an enemy, stunning it for $d.	Stunned.					
8243	spellbook	202	Flash Bomb								
8245	all		Corrosive Acid		Reduces the armor of nearby enemies by $s1 for $d.	Armor reduced by $s1.					
8246	all		Lightning Bolt	Rank 4	Blasts an enemy with lightning for $s1 Nature damage.						
8247	all		Wandering Plague								
8248	all		Flametongue Totem Proc	Rank 2							
8249	spellbook	373	Flametongue Totem	Rank 2	Summons a Flametongue Totem that enchants all party members' main-hand weapons with fire if they are within $8250a1 yards, increasing their total spell damage by $84634s2.  Each hit causes $/77;8248m1 to $/25;8248M1 additional Fire damage.  Lasts $d.						
8250	all		Flametongue Totem Effect	Rank 2							
8251	all		Flametongue Totem Passive	Rank 2							
8253	all		Flametongue Totem Proc	Rank 1							
8255	all		Strong Cleave		Inflicts normal damage plus $s1 to an enemy and its nearest allies, affecting up to $x1 targets and increasing the time between their attacks by $s2% for $d.	Time between attacks increased by $s2%.					
8256	all		Lethal Toxin		Inflicts $s1 Nature damage to an enemy every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
8257	all		Venom Sting		Inflicts $s2 Nature damage to an enemy, then an additional $s1 damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
8258	all		Devotion Aura		Gives additional armor to nearby party members for $d.	Armor increased by $s1.					
8259	all		Whirling Barrage		Inflicts normal damage plus $s1 to nearby enemies.						
8260	all		Rushing Charge	Rank 1	Increases the caster's movement speed by $s1% for $d. and causes it to inflict an additional $s2 damage on its first attack.	Movement speed increased by $s1%.\nInflicts an additional $s2 damage on first attack.					
8262	all		Elemental Protection Totem	Rank 1	Summons an Elemental Protection Totem at the caster's feet. Totem lasts $d. and increases nearby party members' resistance to harmful magic.						
8263	all		Elemental Protection Totem Aura	Rank 1		Magic resistance increased.					
8264	all		Lava Spout Totem	Rank 1	Summons a Lava Spout Totem at the caster's feet. Totem lasts $d. and inflicts Fire damage to nearby enemies every $8266t1 sec.						
8265	all		Lava Spout Totem	Rank 1	Deals Fire damage to nearby enemies.						
8266	all		Lava Spout Totem Passive	Rank 1							
8267	all		Cursed Blood		Reduces the Intellect of nearby enemies for $d.	Intellect reduced by $s1.					
8268	all		Cursed Blood		Reduces the Intellect of nearby enemies for $d.						
8269	all		Frenzy		Increases the caster's attack speed and the Physical damage it deals for $d.	Attack speed increased by $s2%.\nPhysical damage dealt is increased by $s1%.					
8270	all		Summon Earth Rumbler		Summons $s1 $lStone Rumbler:Stone Rumblers; to accompany the caster until dismissed.						
8271	all		Summon Wind Howler		Summons $s1 $lWind Howler:Wind Howlers; to accompany the caster until dismissed.						
8272	all		Mind Tremor		Reduces an enemy's casting speed by $s1% for $d.	Casting speed reduced by $s1%.					
8273	all		Bonus Dodge								
8274	all		Summon Tamed Battleboar		Summons $s1 $lTamed Battleboar:Tamed Battleboars; to accompany the caster until dismissed.						
8275	all		Poisoned Shot		Inflicts normal damage plus $s2 to an enemy, then an additional $s1 Nature damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
8276	all		Summon Tamed Hyena		Summons $s1 $lTamed Hyena:Tamed Hyenas; to accompany the caster until dismissed.						
8277	all		Voodoo Hex	Rank 1	Physical damage caused by the target is reduced by $s1 for $d.	Lowered physical damage.					
8278	all		Invisibility Detection								
8279	all		Stealth Detection		See through all stealth.						
8281	all		Sonic Burst		Inflicts normal damage plus $s1 on nearby enemies, preventing them from spellcasting for $d.	Cannot cast spells.					
8282	all		Curse of Blood		Increases the Physical damage taken by an enemy by $s1 for $d.	Physical damage taken is increased by $s1.					
8283	all		Snufflenose Command		For use on a Snufflenose Gopher.						
8285	all		Rampage		Inflicts normal damage plus $s1 to nearby enemies, stunning them for $d.	Stunned.					
8286	all		Summon Boar Spirit		Summons $s1 $lBoar Spirit:Boar Spirits; to aid the caster in battle for $d.						
8288	spellbook	355	Drain Soul	Rank 2	Drains the soul of the target, causing $o2 Shadow damage over $d, increased by up to 40% based on the target's missing health.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.	$s2 Shadow damage every $t2 seconds.					
8289	spellbook	355	Drain Soul	Rank 3	Drains the soul of the target, causing $o2 Shadow damage over $d, increased by up to 40% based on the target's missing health.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.	$s2 Shadow damage every $t2 seconds.					
8292	all		Chain Bolt	Rank 1	Strikes an enemy with a lightning bolt that arcs to another nearby enemy. The spell affects up to $x1 targets, causing $s1 Nature damage to each.						
8293	all		Lightning Cloud		Creates a cloud of lightning that lasts $d., blasting all enemies in a selected area for $s1 Nature damage and inflicting $s2 additional damage every $t2 sec.						
8295	spellbook	769	dmg2								
8299	all		Perm. Illusion Slime								
8312	all		Trap		Renders a target unable to move for $d.	Rooted.					
8313	all		Poison		Poisons target for $s1 Nature damage every $t1 sec for $d.	$s1 Nature damage inflicted every $t1 sec.					
8314	all		Rock Skin			Increases armor and stamina.					
8315	all		Perm. Illusion Succubus								
8316	spellbook	188	Fire Shield	Rank 2	Surrounds the target in a shield of fire, making every strike against the target cause $s1 Fire damage to the attacker.  Lasts $d.  The caster cannot cast Fire Shield on himself.	Causes $s1 Fire damage to attacker when struck.					
8317	spellbook	188	Fire Shield	Rank 3	Surrounds the target in a shield of fire, making every strike against the target cause $s1 Fire damage to the attacker.  Lasts $d.  The caster cannot cast Fire Shield on himself.	Causes $s1 Fire damage to attacker when struck.					
8318	all		Fire Shield	Rank 2							
8319	all		Fire Shield	Rank 3							
8320	all		Hex of Ravenclaw Removal								
8321	all		Perm. Illusion Dreadlord								
8322	spellbook	165	Moonglow Vest								
8324	all		Perm. Illusion HE Hunter								
8326	all		Ghost			Move to the location of your corpse or speak with a spirit healer to be revived.					
8327	all		Suicide								
8328	all		Suicide								
8329	all		Suicide								
8331	all		Ez-Thro Dynamite		The dynamite for Non-Engineers that nearly always gets to the target!  Inflicts $s1 Fire damage in a 5 yard radius.						
8332	all		Ez-Thro Dynamite Backfire		Inflicts $s1 Fire damage in a 5 yard radius.						
8333	all		Coarse Dynamite		Inflicts $s1 Fire damage in a 5 yard radius.						
8334	spellbook	202	Practice Lock								
8338	all		Defibrillated!								
8339	spellbook	202	EZ-Thro Dynamite								
8342	all		Defibrillate		Jumper Cables will sometimes be able to shock a dead player back to life.  Cannot be used when in combat.						
8344	all		Universal Remote		Allows control of a mechanical target for a short time.  It may not always work and may just root the machine or make it very very angry.  Gnomish engineering at its finest.						
8345	all		Control Machine			Controlling Machine.					
8346	all		Mobility Malfunction			Immobilized.					
8347	all		Target Lock								
8348	all		Julie's Blessing	Rank 1	Heals wielder of $o1 damage over $d.	Heals $s1 damage every $t1 sec.					
8349	spellbook	375	Fire Nova	Rank 1	Summons a Fire Nova Totem that has $1535s1 health and lasts $1535d.  Unless it is destroyed within $8443t1 sec., the totem inflicts $8349s1 fire damage to enemies within $8349a1 yd.						
8352	all		Adjust Attitude								
8353	all		Calm Hostility								
8354	all		Incite Hostility								
8355	all		Exploit Weakness		Inflicts normal damage plus $s1 on an enemy, but only if attacking from behind.						
8357	all		Perm. Illusion Shade								
8358	all		Mana Spike		Restores the caster's mana.						
8359	all		Left for Dead			Feigning death.\nCannot attack or cast spells.					
8360	all		Perm. Illusion Dreaming Whelp								
8361	all		Purity		Makes the caster immune to all attacks and spells for $d.	Immune to all attacks and spells.					
8362	all		Renew		Heals an ally every $t1 sec. for $d.	Damage healed every $t1 sec.					
8363	all		Parasite		Inflicts normal damage plus $s2 to an enemy, then an additional $s1 Nature damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
8364	all		Blizzard		Calls down a blizzard that lasts $d., inflicting $s1 Frost damage every $t1 sec. to all enemies in a selected area.						
8365	all		Enlarge		Increases the Physical damage dealt by an ally by $s1 for $d.	Physical damage dealt is increased by $s1.					
8366	spellbook	164	Ironforge Chain								
8367	spellbook	164	Ironforge Breastplate								
8368	spellbook	164	Ironforge Gauntlets								
8372	all		Summon Aqua Guardian		Summons $s1 $lAqua Guardian:Aqua Guardians; to accompany the caster until dismissed.						
8373	all		Mana Shield (PT)								
8374	all		Arcing Smash		Lashes out in a vicious arc, inflicting damage to enemies in a cone in front of the caster.						
8375	all		QAEnchant Gloves +5 Mining	QASpell	Permanently enchant gloves to grant +$13838s1 mining skill.						
8376	all		Earthgrab Totem		Summons an Earthgrab Totem that lasts $d. and periodically immobilizes nearby enemies.						
8377	all		Earthgrab		Roots all enemies within 10 yards for $d.	Immobilized.					
8378	all		Earthgrab Totem								
8379	all		Disarm		Disarms an enemy, forcing it to stop wielding its weapon for $d.	Not wielding a weapon.					
8380	spellbook	257	Sunder Armor	Rank 3	Sunders the target's armor, reducing it by $s1 per Sunder Armor and causes a high amount of threat.  Can be applied up to 5 times.  Lasts $d.	Armor decreased by $s1.					
8382	all		Leech Poison		Drains $s1 health from an enemy every $t1 sec. over $d., transferring it to the caster.	$s1 health leeched every $t1 sec.					
8383	all		Burning Tenacity								
8384	all		Pure Water								
8385	all		Swift Wind			Increases movement speed by $s1%\nIncreases attack speed by $s2%					
8386	spellbook	183	Attacking								
8387	spellbook	182	Find Herbs	Rank 2	Nearby herb bushes appear on the minimap. Only one form of tracking can be active at a time.	Finding Herbs.					
8388	spellbook	186	Find Minerals	Rank 2	Nearby mineral veins appear on the minimap. Only one form of tracking can be active at a time.	Finding Minerals.					
8391	all		Ravage		Inflicts normal damage plus $s1 to an enemy, stunning it for $d.	Stunned.					
8392	all		Hyper Coward								
8393	all		Barbs		Thorny barbs deal damage to melee attackers.						
8394	spellbook	777	Striped Frostsaber		Summons and dismisses a rideable Striped Frostsaber. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
8395	spellbook	777	Emerald Raptor		Summons and dismisses a rideable Emerald Raptor. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
8396	all		Summon Ivory Tallstrider		Summons and dismisses a rideable tallstrider.						
8397	all		Uther's Light	Rank 1	Has a 2% chance when struck in combat of protecting you with a holy shield.						
8398	all		Frostbolt Volley		Inflicts $s2 Frost damage to nearby enemies, reducing their movement speed by $s1% for $d.	Movement speed reduced by $s1%.					
8399	all		Sleep		Puts nearby enemies to sleep for up to $d. Any damage caused will awaken them.	Asleep.					
8400	spellbook	8	Fireball	Rank 5	Hurls a fiery ball that causes $s1 Fire damage and an additional $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
8401	spellbook	8	Fireball	Rank 6	Hurls a fiery ball that causes $s1 Fire damage and an additional $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
8402	spellbook	8	Fireball	Rank 7	Hurls a fiery ball that causes $s1 Fire damage and an additional $o2 Fire damage over $d.	$s2 Fire damage every $t2 seconds.					
8406	spellbook	6	Frostbolt	Rank 5	Launches a bolt of frost at the enemy, causing $s2 Frost damage and slowing movement speed by $s1% for $d.	Movement slowed by $s1%.					
8407	spellbook	6	Frostbolt	Rank 6	Launches a bolt of frost at the enemy, causing $s2 Frost damage and slowing movement speed by $s1% for $d.	Movement slowed by $s1%.					
8408	spellbook	6	Frostbolt	Rank 7	Launches a bolt of frost at the enemy, causing $s2 Frost damage and slowing movement speed by $s1% for $d.	Movement slowed by $s1%.					
8412	spellbook	8	Fire Blast	Rank 4	Blasts the enemy for $s1 Fire damage.						
8413	spellbook	8	Fire Blast	Rank 5	Blasts the enemy for $s1 Fire damage.						
8414	all		Fire Blast	Rank 4							
8415	all		Fire Blast	Rank 5							
8416	spellbook	237	Arcane Missiles	Rank 4	Launches Arcane Missiles at the enemy, causing $8419s1 Arcane damage every $t2 sec for $d.						
8417	spellbook	237	Arcane Missiles	Rank 5	Launches Arcane Missiles at the enemy, causing $8418s1 Arcane damage every $t2 sec for $d.						
8418	spellbook	237	Arcane Missiles	Rank 5	Launches Arcane Missiles at the enemy, causing $8418s1 Arcane damage every $8417t2 sec for $8417d.						
8419	spellbook	237	Arcane Missiles	Rank 4	Launches Arcane Missiles at the enemy, causing $8419s1 Arcane damage every $8416t2 sec for $8416d.						
