spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
56742	all		Bronzebeard Reunion Complete								
56745	all		Drink Alcohol		Used to fake a quaff from a tankard.						
56746	all		Punch		Force Nergeld to punch the ground, causing $s1 damage to enemies within $a1 yards.						
56747	all		Stomp		Make Nergeld stomp the ground, causing $s1 damage to all enemies in a 15 yard radius, and causing them to be knocked down and stunned.						
56748	all		Roar		Use Nergeld to let loose a powerful roar that will cause $s2 damage and knock back all enemies in front of him within 30 yards.						
56749	all		Call of the Scourge								
56750	all		Gather Snow		Causes Snorri to pick up snow from a nearby Snowdrift.	Snorri is ready to throw a snowball.					
56752	all		Wake Snorri		Wakes Snorri from a deep sleep.						
56753	all		Throw Snowball		Instructs Snorri to throw a snowball at a Seething Revenant.						
56754	all		Kill Credit, Seething Revenant								
56755	all		KC toTarget Master								
56756	all		Fall Asleep Standing			Dozed Off					
56757	all		Random Knut Sleep Spell								
56758	all		Knut Sleep Periodic								
56759	all		Bite Knut								
56760	all		Trigger Swiftspear Signal								
56761	all		Swiftspear Signal								
56762	all		Chieftain's Totem State								
56763	all		Close Rift								
56764	all		Close Rift Periodic								
56765	all		Plant Chieftain's Totem		Place the Chieftain's Totem near a rift in Frostfloe Deep. The totem will attempt to close it.						
56766	all		Wailing Winds								
56767	all		Wailing Winds								
56768	all		Quest Invis Tier 1								
56769	all		Red Frenzy								
56770	all		Wailing Winds Beam								
56771	all		See Invis Tier 1								
56772	all		See Invis Tier 2								
56773	all		See Invis Tier 3								
56774	all		See Invis Tier 4								
56775	all		Frostbolt		Inflicts Frost damage to an enemy and reduces its movement speed for $d.	Reduced movement speed.					
56776	all		Arcane Shock		Shocks an enemy with concussive force, then inflicts additional Arcane damage every $t2 sec. for $d.	Arcane damage inflicted every $t2 sec.					
56777	all		Silence		Silences an enemy, preventing it from casting spells for $d.	Cannot cast spells.					
56778	all		Mana Shield		Enfolds the caster in a protective shield that lasts $d. and absorbs up to $s1 Physical damage, draining mana instead of health. Drains $e mana per point of damage absorbed.	Shielded against Physical damage: losing mana instead of health.					
56779	all		Quest Invis Tier 1								
56780	all		See Invis Tier 1								
56781	all		Wretched, Infect.		Ifects target humanoid with the zombie plague.						
56782	all		Dun Nifflelem Area Aura Master								
56783	all		Quest Invis Tier 4								
56784	all		Summon Disturbed Ancestor		fdsa	fdsa					
56785	all		Volatile Infection		Infects an enemy for $d., causing it to inflict Nature damage to its nearby allies every $t1 sec.	Inflicts $56786s1 Nature damage to nearby allies every $t1 sec.					
56786	all		Volatile Infection		Deals Nature damage to nearby party members.						
56787	all		ZP - You're a ...! (NPC) Death Scene, Spawn-in								
56788	all		Place Stolen Eggs		Place the eggs on the Broodmother's Nest to lure Veranus to it.						
56789	all		Summon Harpoon								
56790	all		Create Harpoon								
56791	all		Zak's Flying Machine Validate								
56792	all		Zak's Flying Machine								
56793	all		Land Flying Machine								
56794	all		Land Flying Machine Credit								
56795	all		Harnessed Icemaw Matriarch								
56796	all		Correct Time Period								
56797	all		Incorrect Time Period								
56798	all		Glyph of Sap		Increases the duration of Sap by ${$56798m1/1000} sec.						
56799	all		Glyph of Evasion		Increases the duration of Evasion by ${$56799m1/1000} sec.						
56800	all		Glyph of Backstab		Your Backstab increases the duration of your Rupture effect on the target by $56800s1 sec, up to a maximum of $56800s2 additional sec.						
56801	all		Glyph of Rupture		Increases the duration of Rupture by ${$56801m1/1000} sec.						
56802	all		Glyph of Eviscerate		Increases the critical strike chance of Eviscerate by $56802s1%.						
56803	all		Glyph of Expose Armor		Increases the duration of Expose Armor by ${$56803m1/1000} sec.						
56804	all		Glyph of Feint		Reduces the energy cost of Feint by $56804s1.						
56805	all		Glyph of Vigor		Vigor grants an additional $56805s1 maximum energy.						
56806	all		Glyph of Deadly Throw		Increases the slowing effect on Deadly Throw by $56806s1%.						
56807	all		Glyph of Hemorrhage		Increases the damage bonus against targets afflicted by Hemorrhage by $56807s1%.						
56808	all		Glyph of Adrenaline Rush		Increases the duration of Adrenaline Rush by ${$56808m1/1000} sec.						
