spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
83884	all		Strike		Strikes at an enemy, inflicting weapon damage plus additional damage.						
83885	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83886	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83887	all		Scorpid Sting		Stings an enemy, reducing its Strength and Agility by $s1 for $d.	Strength and Agility reduced by $s1.					
83888	all		Sunder Armor		Hacks at an enemy's armor, reducing it per Sunder Armor. Can be applied up to 5 times. Lasts $d.	Reduced armor.					
83889	all		Shield Bash		Bashes an enemy with the caster's shield, inflicting Physical damage and interrupting the spell being cast.						
83890	all		Lightning Bolt		Blasts an enemy with lightning, inflicting Nature damage.						
83891	all		Mind Flay		Inflicts Shadow damage to an enemy and reduces its movement speed for $d.	Shadow damage inflicted over $d.\nReduced movement speed.					
83892	all		Shadow Word: Pain		Utters a word of darkness, inflicting Shadow damage to an enemy every $t1 sec. for $d.	Shadow damage inflicted every $t1 sec.					
83893	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83894	all		Strike		Strikes at an enemy, inflicting weapon damage plus additional damage.						
83895	all		Shadow Bolt		Hurls a bolt of dark magic at an enemy, inflicting Shadow damage.						
83896	all		Flame Lash		Burns an enemy, then inflicts additional Fire damage every $t1 sec. for $d.	Fire damage inflicted every $t1 sec.					
83897	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83898	all		Aynasha's Bow		Shoots at an enemy, inflicting Physical damage.						
83899	all		Poison		Inflicts Nature damage to an enemy every $t1 sec. for $d.	Nature damage inflicted every $t1 sec.					
83900	all		Knockdown		Inflicts $s2 damage to an enemy and its nearest allies, stunning them for $d. Affects up to $x1 targets.	Stunned.					
83901	all		Toxic Spit		Inflicts Nature damage to an enemy.						
83902	all		Toxic Spit		Inflicts Nature damage to an enemy.						
83903	all		Poison		Inflicts Nature damage to an enemy every $t1 sec. for $d.	Nature damage inflicted every $t1 sec.					
83904	all		Poison		Inflicts Nature damage to an enemy every $t1 sec. for $d.	Nature damage inflicted every $t1 sec.					
83905	all		Corrosive Acid Spit		Inflicts Nature damage to an enemy and reduces its armor for $d.	Reduced armor.					
83906	all		Swoop		Inflicts normal damage plus $s1 to enemies in a cone in front of the caster, stunning them for $d.	Stunned.					
83907	all		Poison Mind		Takes control of an enemy up to level $s1 and inflicts Nature damage every $t2 sec. for $d.	Charmed.\nNature damage inflicted every $t2 sec.					
83908	all		Berserker Charge		Charges at an enemy, knocking it back and inflicting normal damage plus $s3.						
83909	all		Venom Sting		Inflicts $s2 Nature damage to an enemy, then an additional $s1 damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
83910	all		Venom Sting		Inflicts $s2 Nature damage to an enemy, then an additional $s1 damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
83911	all		Venom Sting		Inflicts $s2 Nature damage to an enemy, then an additional $s1 damage every $t1 sec. for $d.	$s1 Nature damage inflicted every $t1 sec.					
83912	all		Poison		Inflicts Nature damage to an enemy every $t1 sec. for $d.	Nature damage inflicted every $t1 sec.					
83913	all		Poison		Inflicts Nature damage to an enemy every $t1 sec. for $d.	Nature damage inflicted every $t1 sec.					
83914	all		Charge		Charges an enemy, inflicting normal damage plus $s2 and stuns the opponent for $d.	Stunned.					
83915	all		Lightning Cloud		Creates a cloud of lightning that lasts $d., blasting all enemies in a selected area for $s1 Nature damage and inflicting $s2 additional damage every $t2 sec.						
83916	all		Shock		Instantly throws a bolt of lightning at an enemy, inflicting Nature damage.						
83917	all		Trample		Inflicts normal damage plus additional damage to nearby enemies.						
83918	all		Earth Shock		Shocks an enemy with concussive force, inflicting Nature damage and interrupting the spell being cast for $d.						
83919	all		Trample		Inflicts normal damage plus additional damage to nearby enemies.						
83920	all		Knock Away		Inflicts normal damage plus $s1 to an enemy and knocks it back.						
83921	all		Knockdown		Inflicts $s2 damage to an enemy, stunning it for $d.	Stunned.					
83922	all		Crush Armor		Bash at an enemy's armor, reducing it by $s1 per Crush Armor. Can be applied up to 5 times. Lasts $d.	Reduced armor.					
83923	all		Boulder		Hurls a boulder at an enemy, knocking it back and inflicting Physical damage.						
83924	all		Earth Shock		Shocks an enemy with concussive force, inflicting Nature damage and interrupting the spell being cast for $d.						
83925	all		Tunneler Acid		Eats away at an enemy's armor, reducing it by $s1 per application. Can be applied up to 5 times. Lasts $d.	Reduced armor.					
83926	all		Acid Spit		Inflicts Nature damage to an enemy.						
83927	all		Acid Spit		Inflicts Nature damage to an enemy.						
83928	all		Concussion Blow		A brutal strike that deals weapon damage and stuns the opponent for $d.	Stunned.					
83929	all		Fire Nova		Inflicts Fire damage to nearby enemies.						
83930	all		Fire Blast		Inflicts Fire damage to an enemy.						
83931	all		Regrowth		Heals an ally for a fixed amount, then heals additional damage every $t2 sec. for $d.	Damage healed every $t2 sec.					
83932	all		Rejuvenation		Heals an ally every $t1 sec. for $d.	Damage healed every $t1 sec.					
83933	all		Healing Touch		Calls upon Nature magic to heal an ally.						
83934	all		Starfire		Causes $s1 Arcane damage to the target.						
83935	all		Mind Blast		Inflicts Shadow damage to an enemy.						
83936	all		Mana Burn		Hits an enemy with an anti-mana bolt. For each point of mana consumed by the bolt, the target takes $e1 damage.						
83937	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83938	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83939	all		Multi-Shot		Fires a volley of missiles at an enemy and its nearby allies, striking up to $x1 targets for normal damage plus a bonus.						
83940	all		Shadow Shot		Shoots an enemy, inflicting Shadow damage.						
83941	all		Shoot		Shoots at an enemy, inflicting Physical damage.						
83942	all		Boulder		Hurls a boulder at an enemy, inflicting Physical damage.						
83943	all		Earth Shock		Shocks an enemy with concussive force, inflicting Nature damage and interrupting the spell being cast for $d.						
83944	all		Fireball		Inflicts Fire damage to an enemy.						
83945	all		Frostbolt		Inflicts Frost damage to an enemy and reduces its movement speed for $d.	Reduced movement speed.					
83946	all		Frost Nova		Inflicts Frost damage to nearby enemies, immobilizing them for up to $d.	Immobilized.					
83947	all		Chain Lightning		Strikes an enemy with a lightning bolt that arcs to another nearby enemy. The spell affects up to $x1 targets, inflicting greater Nature damage to each successive target.						
