spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
34383	all		Attack Power - Feral (+0654)		Increases attack power by $s1 in Cat, Bear, Dire Bear, and Moonkin forms only.						
34384	all		Create Krasus' Compendium		Combine Chapters 1-4 of Krasus' Compendium into the completed book.						
34386	all		Create Hellfire Fire								
34387	all		Detonating Rune Stones		Disables a Legion Transporter.  Requires 4 Demonic Rune Stones.						
34388	all		Thunderstomp								
34389	all		Throw Doomhammer								
34390	all		Mannoroth Charges Thrall								
34391	all		Mannoroth Attacks								
34392	all		Stinger Rage		The caster goes into a frenzy, increasing melee attack speed and shooting a volley of stingers for $d.	Attack speed increased by $s2%.\n$s1 Nature damage dealt on every melee attack.					
34393	all		Disabling Transporter Quest Credit		Gives quest credit for the Sever the Tie Quest.						
34394	all		Stinger Frenzy		Deals Nature damage to the current target.						
34395	all		Mannoroth Dies								
34396	all		Zap								
34397	all		Red Beam								
34398	all		Flame Energy								
34399	all		Shadow Energy								
34400	all		A-52 Neuralyzer			The flash of light you did not see did not erase your memories.					
34401	all		Arcane Energy								
34402	all		Nature Energy								
34403	all		Holy Energy								
34404	all		Frost Energy								
34405	all		Null Energy								
34406	spellbook	777	Brown Elekk		Summons and dismisses a rideable Brown Elekk. This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
34407	spellbook	777	Great Elite Elekk		Summons and dismisses a rideable Great Elite Elekk.   This mount increases speed depending on your Riding Skill.	Increases speed depending on your Riding Skill.					
34408	all		Despawn Glacius								
34409	all		Frenzy		Increases the caster's attack speed by $s2% and the Physical damage it deals by $s1 for $d.	Physical damage dealt is increased by $s1.\nAttack speed increased by $s2%.					
34410	all		Hellscream's Warsong		Increases hitpoints by 300. 15% haste to melee attacks. 10 mana regen every 5 seconds.	Increases hitpoints by 300. 15% haste to melee attacks. 10 mana regen every 5 seconds.					
34411	spellbook	253	Mutilate	Rank 2	Instantly attacks with both weapons for an additional $34414s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34412	spellbook	253	Mutilate	Rank 3	Instantly attacks with both weapons for an additional $34416s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34413	spellbook	253	Mutilate	Rank 4	Instantly attacks with both weapons for an additional $34419s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34414	all		Mutilate	Rank 2	Instantly attacks with both weapons for an additional $34414s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34415	all		Mutilate	Rank 2	Instantly attacks with both weapons for an additional $34414s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34416	all		Mutilate	Rank 3	Instantly attacks with both weapons for an additional $34416s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34417	all		Mutilate	Rank 3	Instantly attacks with both weapons for an additional $34416s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34418	all		Mutilate	Rank 4	Instantly attacks with both weapons for an additional $34419s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34419	all		Mutilate	Rank 4	Instantly attacks with both weapons for an additional $34419s1 with each weapon.  Damage is increased by 50% against Poisoned targets.  Awards 2 combo points.						
34423	all		Renew		Heals an ally every $t1 sec. for $d.	Damage healed every $t1 sec.					
34424	all		Shadow Armor								
34425	all		Water Bolt		Hurls a watery bolt at an enemy, inflicting Frost damage.						
34426	all		Greater Invisibility	Passive		Invisible.					
34427	all		Ethereal Teleport								
34428	spellbook	256	Victory Rush	Rank 1	Instantly attack the target causing ${$AP*$m1/100} damage.  Can only be used within $32216d after you kill an enemy that yields experience or honor.  Damage is based on your attack power.						
34429	all		Shadowform								
34430	all		Purple Beam								
34431	all		Blue Banish								
34432	all		Ribbon of Souls								
34433	spellbook	78	Shadowfiend	Rank 1	Creates a shadowy fiend to attack the target.  Caster receives mana when the Shadowfiend deals damage.  Lasts $d.						
34434	all		Aldor Spawn Controller								
