spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
15695	all		Mana Drain		Wounds the target for $s1 damage and converts that damage into mana to you.						
15696	all		Increase Healing 53		Increases healing done by up to $s1 and damage done by up to $s2 for all magical spells and effects.						
15698	all		Filling Empty Jar		Fills an Empty Cursed Ooze Jar with a sample of Cursed Ooze. WARNING! Will likely destroy the creature's body.						
15699	all		Filling Empty Jar		Fills an Empty Tainted Ooze Jar with a sample of Tainted Ooze. WARNING! Will likely destroy the creature's body.						
15700	all		Whipper Root Tuber		Restores $s1 health.						
15701	all		Night Dragon's Breath		Restores $s1 mana and $s2 health.						
15702	all		Filling Empty Jar		Fills an Empty Pure Sample Jar with a sample of pure ooze. WARNING! Will likely destroy the creature's body.						
15708	all		Mortal Strike		Inflicts $s1% weapon damage and leaves the target wounded, reducing the effectiveness of any healing by $s2% for $d.	Healing effects reduced by $s2%.					
15709	all		Cowardice								
15710	all		Summon Flamekin Torcher		Summons $s1 $lFlamekin Torcher:Flamekin Torchers; to aid the caster in battle for $d.						
15711	all		Summon Flamekin Rager		Summons $s1 $lFlamekin Rager:Flamekin Ragers; to aid the caster in battle for $d.						
15712	all		Linken's Boomerang		Flings a magical boomerang towards target enemy dealing $s1 damage and has a chance to stun or disarm them.						
15713	all		Boomerang								
15714	all		Increase Spell Dam 22		Increases damage and healing done by magical spells and effects by up to $s1.						
15715	all		Increase Spell Dam 25		Increases damage and healing done by magical spells and effects by up to $s1.						
15716	all		Enrage		Increases the caster's attack speed by $s2% and Physical damage dealt for $d.	Physical damage dealt is increased.\nAttack speed increased by $s2%.					
15717	all		Increased Dagger		Reduces your chance to be dodged or parried by $s1%.						
15727	all		Demoralizing Roar		Reduces the melee attack power of nearby enemies by $s1 for $d.	Melee attack power reduced by $s1.					
15728	all		Plague Cloud		Reduces Strength by $s1, Agility by $s2, and Intellect by $s3 for all enemies in a selected area for $d.	Strength reduced by $s1.\nAgility reduced by $s2.\nIntellect reduced by $s3.					
