spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
48965	spellbook	772	Ravenous Dead	Rank 1	Increases your total Strength by $s1% and the contribution your Ghouls get from your Strength and Stamina by $s2%.						
48966	all		Call of the Duskbringer		Marked for death.	You have been marked for death by Thel'zan the Duskbringer. Deliver the tome to Cavalier Durkon before you are killed!					
48967	all		Call of the Duskbringer								
48968	all		Call of the Duskbringer								
48969	all		Call of the Duskbringer								
48970	all		Call of the Duskbringer								
48971	all		Call of the Duskbringer								
48972	all		Ember Bolt		$s1 Fire damage inflicted every $t1 sec.	$s1 Fire damage inflicted every $t1 sec.					
48973	all		Call of the Duskbringer								
48974	all		Burn Corpse		Use on the corpse of an Undead Miner in Hollowstone Mine to set them on fire.						
48975	all		Throw		Throws your weapon, inflicting its $s1% of its damage on the target.						
48977	spellbook	770	Bloody Strikes	Rank 1	Increases the damage of Blood Strike by $s2% and Heart Strike by $s1%, and increases the damage of Blood Boil by $s3%.						
48978	spellbook	770	Bladed Armor	Rank 1	Increases your attack power by $s2 for every ${$m1*$m2} armor value you have.						
48979	spellbook	770	Butchery	Rank 1	Whenever you kill an enemy that grants experience or honor, you generate up to 10 runic power.  In addition, you generate 1 runic power per 5 sec while in combat.						
48981	all		Lucille Feed Credit Trigger								
48982	spellbook	770	Rune Tap		Converts 1 Blood Rune into $s1% of your maximum health.						
48983	all		Seaspray Albatross								
48984	all		Throw Saw Blade		Hurls saw blade at current enemy target and up to two nearby enemies.	Physical damage inflicted every $t2 sec.					
48985	spellbook	770	Improved Rune Tap	Rank 1	Increases the health provided by Rune Tap by $s1% and lowers its cooldown by $/1000;s2 sec.						
48986	all		Talasite Owl								
48987	spellbook	770	Dark Conviction	Rank 1	Increases your chance to critically hit with weapons, spells and abilities by $s1%.						
48988	spellbook	770	Bloody Vengeance	Rank 1	Gives you a $50447s1% bonus to physical damage you deal for $20050d after dealing a critical strike from a weapon swing, spell, or ability.  This effect stacks up to $50447u times.						
48989	spellbook	50	Mend Pet	Rank 9	Heals your pet for $<total> health over $d.	Heals $s1 every $t1 sec.					
48990	spellbook	50	Mend Pet	Rank 10	Heals your pet for $<total> health over $d.	Heals $s1 every $t1 sec.					
48995	spellbook	51	Raptor Strike	Rank 10	A strong attack that increases melee damage by $s1.						
48996	spellbook	51	Raptor Strike	Rank 11	A strong attack that increases melee damage by $s1.						
48997	spellbook	770	Subversion	Rank 1	Increases the critical strike chance of Blood Strike, Scourge Strike, Heart Strike and Obliterate by $s2%, and reduces threat generated while in Blood or Unholy Presence by $s1%.						
48998	spellbook	51	Counterattack	Rank 5	A strike that becomes active after parrying an opponent's attack.  This attack deals ${$AP*0.2+$m1} damage and immobilizes the target for $d.  Counterattack cannot be blocked, dodged, or parried.	Immobile.					
48999	spellbook	51	Counterattack	Rank 6	A strike that becomes active after parrying an opponent's attack.  This attack deals ${$AP*0.2+$m1} damage and immobilizes the target for $d.  Counterattack cannot be blocked, dodged, or parried.	Immobile.					
49000	spellbook	163	Serpent Sting	Rank 11	Stings the target, causing ${$RAP*0.2+$m1*$d/3} Nature damage over $d.  Only one Sting per Hunter can be active on any one target.	Causes $s1 Nature damage every $t1 seconds.					
49001	spellbook	163	Serpent Sting	Rank 12	Stings the target, causing ${$RAP*0.2+$m1*$d/3} Nature damage over $d.  Only one Sting per Hunter can be active on any one target.	Causes $s1 Nature damage every $t1 seconds.					
49004	spellbook	770	Scent of Blood	Rank 1	You have a $h% chance after dodging, parrying or taking  direct damage to gain the Scent of Blood effect, causing your next melee hit to generate 10 runic power.						
49005	spellbook	770	Mark of Blood		Place a Mark of Blood on an enemy.  Whenever the marked enemy deals damage to a target, that target is healed for $49005s2% of its maximum health.  Lasts for $49005d or up to $49005n hits.	Hits by this target restore $s2% health.					
