spell_id	priority	skill_line_ids	name_en	rank_en	description_en	tooltip_en	name_zh	rank_zh	description_zh	tooltip_zh	notes
86941	all		Mercenary of the Alliance		Experience gain increased by $s1%\nReputation gains increased by $s3%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.	Experience gain increased by $s1%\nReputation gains increased by $s3%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.					
86942	all		Mercenary of the Horde		Experience gain increased by $s1%\nReputation gains increased by $s3%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.	Experience gain increased by $s1%\nReputation gains increased by $s3%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.					
86943	all		Soldier of the Alliance		Reputation gains increased by $s1%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.	Reputation gains increased by $s1%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.					
86944	all		Soldier of the Horde		Reputation gains increased by $s1%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.	Reputation gains increased by $s1%\nPlayer versus Player kills in the world have a 25% chance to loot a Bloody Token.					
86946	all		Rope Visual		A rope leash.	A rope leash.					
86947	spellbook	778	Horde Balloon		Teaches you how to summon this companion.						
86948	all				Teaches you how to summon this companion.						
86949	spellbook	778	Alliance Balloon		Teaches you how to summon this companion.						
86950	all				Teaches you how to summon this companion.						
86951	all		Spiked Net		Captures a mounted player target up to $r yards away in a net for $d.  Requires Warmode.  Only usable within the Eastern Kingdoms and Kalimdor.	Rooted.					
86952	all		Rocket Powered Punch		Knock back all enemies within 8 yards.  Requires Warmode.  Only usable within the Eastern Kingdoms and Kalimdor.						
86953	all		Potion of Closing		Increases run speed by $s1% for $d1.  Requires Warmode.  Only usable within the Eastern Kingdoms and Kalimdor.	Increases run speed by $s1%					
86954	all		Unlock Title: The Bloodthirsty.		Unlock Title: The Bloodthirsty.						
86955	all		Hillsbrad Victory		Experience gain increased by $s1%\nDamage increased by $s2%	Experience gain increased by $s1%\nDamage increased by $s2%					
86956	all		Hillsbrad Victory		Experience gain increased by $s1%\nDamage increased by $s2%	Experience gain increased by $s1%\nDamage increased by $s2%					
86957	all		Brazier Summon								
